commons_f,ecod_uid,domain_id,rep_type,is_reassign,old_f,commons_f_pfam,domain_arch,verdict
3407.1.1.4,2049683,e5wyj3E1,provisional,t,3407.1.1.1,"PF08156,PF21572",,no_arch
3488.1.1.3,1914574,e5gjvF2,provisional,t,,PF30670,,no_arch
3562.1.1.11,3442375,Q5Z6J6_F1_nD3,provisional,t,3562.1.1.5,PF13962,PF13962,ambiguous_both
3567.1.1.131,3471338,A0A5K4EAJ5_F1_nD1,provisional,t,,PF09771,PF09771,supports_commons
3567.1.1.88,3442778,A0A0P0WVE2_F1_nD3,provisional,t,,PF13962,PF13962,supports_commons
3567.1.1.99,3393497,Q8IRH3_F1_nD4,provisional,t,3567.1.1.30,"PF07782,PF26039",,no_arch
3598.1.1.4,4508982,Q9WX62_nD2,provisional,t,3598.1.1.2,PF29164,,no_arch
3615.1.1.38,3646445,B4FC10_F1_nD1,provisional,t,,PF05633,PF05633,supports_commons
3615.1.1.54,3836944,Q9SHU7_F1_nD2,provisional,t,,PF12263,PF12263,supports_commons
3718.1.1.13,3653949,A0A1D6L2Y9_F1_nD1,provisional,t,,"PF03790,PF03791","PF03790,PF03791",supports_commons
3735.1.1.9,4150297,Q9I0F4_nD1,provisional,f,,"PF05593,PF20148","PF05593,PF20148",supports_commons
3749.1.1.5,1322546,e4d10J3,provisional,t,,PF25983,,no_arch
375.1.1.295,3984750,Q328Q3_F1_nD1,provisional,t,375.1.1.91,"PF11682,PF25165","PF11682,PF25165",supports_commons
375.1.1.304,4886707,Q72AR5_nD2,provisional,f,,PF13603,,no_arch
3755.3.1.103,3867129,Q9QYE6_F1_nD1,provisional,f,,PF09787,,no_arch
3755.3.1.348,3582569,A0A3P7DN76_F1_nD1,provisional,t,3755.3.1.134,PF10146,PF10146,ambiguous_both
3755.3.1.481,3179118,U7PLB4_F1_nD2,provisional,t,3755.3.1.354,PF30554,,supports_commons
3755.3.1.495,3886253,A0A2R8QHE1_F1_nD3,provisional,t,3755.3.1.125,PF30391,,no_arch
3755.3.1.504,4334905,Q9NUD7_nD1,provisional,f,,PF15397,PF15397,supports_commons
3755.3.1.520,3746547,D3ZPX3_F1_nD2,provisional,t,,PF14662,PF14662,supports_commons
3755.3.1.524,4395343,P0AFS5_nD2,provisional,f,,PF01594,PF01594,supports_commons
3755.3.1.575,3375240,K7LP86_F1_nD1,provisional,t,3755.3.1.122,PF03087,PF03087,ambiguous_both
3755.4.1.67,3423350,B9G8M8_F1_nD1,provisional,t,,PF19584,PF19584,supports_commons
3758.1.1.57,4057616,O43490_nD1,provisional,f,,PF05478,,supports_commons
376.1.1.101,3460218,A0A0P0W2X8_F1_nD2,provisional,t,,PF07227,PF07227,supports_commons
376.1.2.17,3572117,Q9UGI8_F1_nD1,provisional,t,376.1.2.6,"PF00412,PF06297","PF00412,PF06297",supports_commons
376.1.3.62,3648747,A0A1D6EKV3_F1_nD2,provisional,t,,PF07227,PF07227,supports_commons
376.1.3.66,3546355,Q8N3P4_F1_nD3,provisional,t,376.1.3.37,PF23412,PF23412,supports_commons
377.1.1.106,3361155,I1LNW1_F1_nD2,provisional,t,377.1.1.42,PF22908,,no_arch
377.9.1.18,3446193,A0A0P0WE20_F1_nD1,provisional,t,,PF04570,PF04570,supports_commons
378.1.1.27,3952818,O53196_F1_nD2,provisional,t,,PF14279,PF01844,points_other
383.1.1.21,2562106,e6qetA1,provisional,t,,PF30530,,no_arch
3860.1.1.177,3791504,A0A1P6C622_F1_nD8,provisional,t,3860.1.1.10,"PF01465,PF16704","PF01465,PF16704",supports_commons
3860.1.1.204,3919015,A0A0R4IIL0_F1_nD3,provisional,t,3860.1.1.55,"PF00643,PF25600","PF00643,PF25600",supports_commons
386.1.1.233,2163927,e5wjqD2,provisional,t,386.1.1.21,"PF00096,PF13465",,no_arch
386.1.1.235,3310103,K7L200_F1_nD2,provisional,t,386.1.1.123,"PF22995,PF22996","PF22995,PF22996",ambiguous_both
386.1.1.238,3546631,Q96GE5_F1_nD13,provisional,t,386.1.1.110,"PF00096,PF13912","PF00096,PF13912",ambiguous_both
386.1.1.262,3105394,e8ssuA1,provisional,t,386.1.1.22,"PF00096,PF13465,PF23611",,no_arch
386.1.1.324,3350636,I1MNH4_F1_nD2,provisional,t,386.1.1.119,"PF22992,PF22995,PF22996","PF22992,PF22995,PF22996",ambiguous_both
386.1.1.352,3863462,A2APF3_F1_nD4,provisional,t,386.1.1.109,"PF13909,PF23611",,no_arch
386.1.1.359,3209310,C0NRC2_F1_nD4,provisional,t,386.1.1.107,"PF00096,PF12171,PF12874","PF00096,PF12171,PF12874",supports_commons
386.1.1.417,2563417,e6tlyA1,provisional,t,386.1.1.5,PF26235,,no_arch
387.1.1.60,2570776,e6px7A1,provisional,t,,PF29409,PF29409,supports_commons
389.1.1.98,3542350,P98095_F1_nD11,provisional,t,389.1.1.28,"PF07645,PF12662","PF07645,PF12662",supports_commons
389.4.1.18,2772055,e7nxdB5,provisional,t,389.4.1.6,"PF18372,PF23105",,no_arch
391.1.2.18,3763437,F7EZQ4_F1_nD8,provisional,t,,PF12714,PF12714,supports_commons
3922.1.1.260,3777978,A0A0G2K4P4_F1_nD2,provisional,t,,PF14988,PF14988,supports_commons
3922.1.1.273,3914675,Q5RIK0_F1_nD3,provisional,t,3922.1.1.59,"PF00643,PF25600","PF00643,PF25600",supports_commons
3922.1.1.303,3335572,I1L0F5_F1_nD2,provisional,t,3922.1.1.61,"PF05178,PF12936",,no_arch
3922.1.1.347,3970339,Q9HUE7_F1_nD3,provisional,t,3922.1.1.68,PF12795,PF12795,ambiguous_both
3930.1.1.15,3196010,C0NDE0_F1_nD1,provisional,t,,"PF00270,PF00271","PF00270,PF00271",supports_commons
3939.1.1.254,3791349,A0A0H5SB09_F1_nD2,provisional,t,,"PF09763,PF20654","PF09763,PF20654",supports_commons
3939.1.1.255,3366218,I1LAQ3_F1_nD2,provisional,t,,PF08606,"PF08606,PF24814",points_other
3939.1.1.365,3855268,Q8K3K8_F1_nD4,provisional,t,,PF16516,PF16516,supports_commons
4010.1.1.6,4886133,A7GJ82_nD2,provisional,f,,PF04561,,no_arch
4044.1.1.23,3455825,Q6Z4S9_F1_nD1,provisional,t,4044.1.1.9,"PF08224,PF18052",,no_arch
4070.1.1.7,4886015,Q5X9U6_nD3,provisional,f,,PF17820,,no_arch
4.1.1.300,1758652,e2ckkA1,provisional,t,4.1.1.104,"PF18131,PF25092",,no_arch
4.1.1.328,197758,e3by7A1,provisional,t,4.1.1.132,PF16243,,no_arch
4.1.1.344,3173156,P38828_F1_nD1,provisional,t,4.1.1.219,PF31193,PF31193,supports_commons
4.1.1.360,3256431,Q54GS9_F1_nD1,provisional,t,4.1.1.215,"PF00467,PF12656",,no_arch
4.1.1.361,3856317,Q6ZPY7_F1_nD1,provisional,t,4.1.1.228,"PF22987,PF22988,PF22989","PF22987,PF22988,PF22989",ambiguous_both
4120.1.1.54,3649736,A0A1D6FI18_F1_nD1,provisional,t,,PF03092,PF03092,supports_commons
4143.1.1.10,4886247,A4W8W0_nD1,provisional,f,,PF22020,,no_arch
4168.1.1.7,4008053,P23837_F1_nD2,provisional,t,605.1.1.89,PF26769,PF26769,supports_commons
4207.1.1.62,3998805,A0A158Q5L6_F1_nD1,provisional,t,4207.1.1.24,PF22628,PF22628,ambiguous_both
4207.1.1.77,3905613,E7EXW8_F1_nD5,provisional,t,4207.1.1.20,PF00839,PF00839,ambiguous_both
4207.1.2.46,4439134,Q5EBL4_nD1,provisional,f,,PF09744,PF09744,supports_commons
4207.1.2.70,3921924,A2CE93_F1_nD8,provisional,t,4207.1.2.28,"PF00612,PF03836",,no_arch
4312.1.1.20,3839082,O34410_F1_nD6,provisional,t,4312.1.1.16,"PF12033,PF18809",PF18809,supports_old
4336.1.1.10,3744794,O59793_F1_nD1,provisional,t,4336.1.1.4,PF09751,,no_arch
4974.1.1.4,3338438,A0A0R0LGX4_F1_nD2,provisional,t,4974.1.1.3,PF29561,PF29561,supports_commons
4992.1.1.29,4563128,P34361_nD1,provisional,f,,PF17343,PF17343,supports_commons
5001.1.1.133,3210772,C0NNG2_F1_nD1,provisional,t,5001.1.1.30,"PF11710,PF11970","PF11710,PF11970",supports_commons
5001.1.1.134,3676716,K7VPH2_F1_nD1,provisional,t,,PF03034,PF03034,supports_commons
5001.1.1.179,3205061,C0NQA8_F1_nD1,provisional,t,5001.1.1.55,"PF05462,PF11970","PF11710,PF11970",points_other
5046.1.1.127,4221238,Q9FMB4_nD5,provisional,f,,PF14817,,supports_commons
5050.1.1.58,3311390,K7KE43_F1_nD3,provisional,t,5050.1.1.18,PF23262,PF23262,supports_commons
5050.1.1.73,4648174,B0UYT5_nD1,provisional,f,,"PF07690,PF12832",PF12832,points_other
5055.1.1.13,3856378,A0A1B0GS75_F1_nD1,provisional,t,,PF04505,PF04505,supports_commons
5069.1.1.56,3813242,F4IMA2_F1_nD2,provisional,t,5069.1.1.15,PF27518,PF27518,supports_commons
5069.1.1.58,3781447,A0A1D8PEV1_F1_nD1,provisional,t,5069.1.1.52,"PF10348,PF10355","PF10348,PF10355",supports_commons
5069.1.1.63,4089352,P44139_nD1,provisional,f,,PF04247,PF04247,supports_commons
5069.1.1.65,3289058,K0EJU3_F1_nD1,provisional,t,5069.1.1.44,"PF05425,PF28674","PF05425,PF28674",supports_commons
5069.1.1.74,3385460,Q0PBE8_F1_nD1,provisional,t,,PF03653,PF03653,supports_commons
5069.1.3.122,3821523,Q8LFV5_F1_nD1,provisional,t,,PF04749,PF04749,supports_commons
5069.1.3.71,3824646,Q8S9I8_F1_nD1,provisional,t,,PF12159,PF12159,supports_commons
5069.1.3.93,3822008,A8MRP6_F1_nD1,provisional,t,,PF05617,PF05617,supports_commons
5069.1.3.99,3247277,G5EF61_F1_nD1,provisional,t,,PF20146,PF20146,supports_commons
5071.2.1.2,4359962,P90789_nD1,provisional,f,,PF05676,PF05676,supports_commons
5084.5.1.37,3405242,Q9V751_F1_nD1,provisional,t,5084.5.1.29,"PF03768,PF03769","PF03768,PF03769",supports_commons
5084.5.4.14,3986334,Q328B6_F1_nD5,provisional,t,5084.5.4.8,"PF04357,PF27051",,supports_commons
5086.1.1.201,3361540,I1JAU3_F1_nD1,provisional,t,5086.1.1.140,"PF27639,PF28607",PF27639,supports_old
5086.1.1.211,3200787,C0NL27_F1_nD1,provisional,t,5086.1.1.182,PF30554,PF30554,supports_commons
5086.1.1.215,3769055,D3ZJA8_F1_nD1,provisional,t,,PF09771,PF09771,supports_commons
5086.1.1.220,4009677,P76072_F1_nD3,provisional,t,5086.1.1.61,PF08400,,no_arch
5086.1.1.224,4433236,Q13772_nD1,provisional,f,,PF12489,PF12489,supports_commons
5087.1.1.4,139819,e2wvpA1,provisional,t,5087.1.1.2,"PF04338,PF09381",,no_arch
5.1.11.13,3427055,B9F3M7_F1_nD1,provisional,t,5.1.11.7,PF25440,PF25440,supports_commons
5.1.11.29,3579705,A0A3P7EAK9_F1_nD1,provisional,t,,"PF00400,PF03451,PF23409","PF03451,PF23409",supports_commons
5.1.2.34,2646217,e6tjeA2,provisional,t,5.1.2.11,PF13360,,no_arch
5.1.3.135,3173622,P38853_F1_nD1,provisional,t,5.1.3.70,"PF01344,PF24681,PF24981","PF24681,PF24981",points_other
5.1.3.137,3301833,I1KVQ2_F1_nD2,provisional,t,5.1.3.98,"PF01344,PF07646,PF24681",PF24681,points_other
5.1.3.147,3174260,P32634_F1_nD1,provisional,t,5.1.3.110,"PF01344,PF24981",PF24981,points_other
5.1.3.149,3679632,A0A1D6LP15_F1_nD3,provisional,t,5.1.3.76,"PF07646,PF24681",PF24681,points_other
5.1.3.151,3332763,I1JWM9_F1_nD1,provisional,t,5.1.3.96,"PF01344,PF07646,PF24681,PF24981",PF24681,points_other
5.1.3.154,1238188,e2vduB2,provisional,t,,PF30361,,no_arch
5.1.3.158,3480063,A0A5K4EIA2_F1_nD1,provisional,t,5.1.3.75,"PF01344,PF13854",PF13854,points_other
5.1.3.160,4025288,Q8IJH9_F1_nD1,provisional,t,5.1.3.93,"PF24681,PF24981",PF24681,points_other
5.1.3.169,3403831,Q9V4C8_F1_nD1,provisional,t,5.1.3.106,"PF01344,PF13854,PF24981",PF13854,points_other
5.1.3.172,1891495,e5c9oA1,provisional,t,5.1.3.14,PF26607,,no_arch
5.1.3.175,3399919,Q9W281_F1_nD1,provisional,t,5.1.3.104,"PF01344,PF07646,PF13415,PF24681","PF12937,PF13415",points_other
5.1.3.189,3902876,B7ZVF4_F1_nD2,provisional,t,5.1.3.44,"PF06462,PF19193","PF06462,PF19193",supports_commons
5.1.3.207,3419955,A0A0P0VMT1_F1_nD12,provisional,t,,"PF00400,PF20426",PF20426,supports_commons
5.1.3.244,3710260,Q4D758_F1_nD1,provisional,t,,"PF14781,PF14783","PF14781,PF14783",supports_commons
5.1.4.10,1565096,e5c86A1,provisional,t,5.1.4.46,PF01344,,no_arch
5.1.4.258,3687842,A0A1C1CR89_F1_nD1,provisional,t,5.1.4.132,"PF00415,PF13540",PF13540,supports_old
5.1.4.274,1031088,e3sfzA5,manual,t,5.1.4.1,"PF00400,PF12894,PF23098,PF23381",,no_arch
5.1.4.278,3184944,U7PHH6_F1_nD2,provisional,t,,"PF00400,PF08149","PF00400,PF08149",supports_commons
5.1.4.281,1545159,e4ruqB1,provisional,t,5.1.4.60,"PF06462,PF19193",,no_arch
5.1.4.292,180800,e2xyiA1,provisional,t,5.1.4.5,"PF00400,PF12265,PF23609",,no_arch
5.1.4.297,3450480,C7J3I8_F1_nD1,provisional,t,,"PF00400,PF20426",PF20426,supports_commons
5.1.4.301,2770114,e7moqA1,provisional,t,5.1.4.41,"PF01344,PF24681",,no_arch
5.1.4.303,3628639,A0A044RIU7_F1_nD1,provisional,t,5.1.4.71,"PF14781,PF14783","PF14781,PF14783",supports_commons
5.1.4.314,2390508,e5yzgs1,provisional,t,5.1.4.3,"PF00400,PF08606,PF24814",,no_arch
5.1.4.341,3896806,F1QG20_F1_nD2,provisional,t,109.4.1.767,PF23385,PF23385,supports_commons
5.1.4.371,3912315,E7F9Q9_F1_nD1,provisional,t,,PF11768,PF11768,supports_commons
5.1.4.399,3914876,F6P3V2_F1_nD2,provisional,t,5.1.4.56,PF06462,"PF06462,PF19193",points_other
5.1.4.406,2233,e2ebsA1,manual,t,5.1.4.52,"PF15899,PF15902,PF25852",,no_arch
5.1.4.411,3341382,I1L080_F1_nD1,provisional,t,5.1.4.250,"PF00400,PF10313","PF00400,PF10313",supports_commons
5.1.4.416,3525333,Q969F9_F1_nD2,provisional,t,5.1.4.93,"PF14761,PF14763",,no_arch
5.1.4.487,4376184,Q99MH9_nD1,provisional,f,,"PF01839,PF14781,PF14783","PF14781,PF14783",points_other
5.1.4.489,3628522,A0A044QLM8_F1_nD1,provisional,t,5.1.4.121,PF00432,PF00432,ambiguous_both
5.1.4.511,3908717,A0A0R4IVV3_F1_nD4,provisional,t,5.1.4.144,"PF00400,PF06469,PF20426",PF20426,supports_old
5.1.4.6,2213,e1nr0A2,manual,t,5.1.4.1,"PF00400,PF12894",,no_arch
5.1.5.152,3520328,A0A077YX28_F1_nD1,provisional,t,,"PF14781,PF14783","PF14781,PF14783",supports_commons
5.1.5.183,3845007,E9PYP2_F1_nD11,provisional,t,,"PF00400,PF16057,PF20426",PF20426,supports_commons
5.1.5.185,3305160,I1L6H1_F1_nD1,provisional,t,5.1.5.38,PF25440,PF25440,supports_commons
5.1.5.96,3826459,Q9FGS3_F1_nD2,provisional,t,5.1.5.66,PF08268,PF08268,supports_commons
5.1.5.98,3428948,Q6ZIB2_F1_nD2,provisional,t,5.1.5.37,PF24750,PF24750,supports_commons
5.1.7.2,2531625,e5nniA2,provisional,t,5.1.7.1,PF15902,,no_arch
5.1.8.12,3818723,Q9ZUN0_F1_nD2,provisional,t,,PF08268,PF08268,supports_commons
53.1.1.6,3922695,E7FEY7_F1_nD4,provisional,t,,PF16533,PF16533,supports_commons
536.1.1.2,4883260,e9grxL01,provisional,f,,PF10716,,no_arch
557.1.1.10,2322928,e5n0oA3,provisional,t,159.1.1.1,PF31221,PF31221,supports_commons
601.1.1.136,3953479,P9WNQ1_F1_nD2,provisional,t,,PF19053,PF19053,supports_commons
601.1.1.142,3787094,Q5A341_F1_nD1,provisional,t,601.1.1.87,"PF08192,PF30502",,supports_commons
601.1.1.91,3444036,Q8H8J9_F1_nD1,provisional,t,,PF06749,PF06749,supports_commons
601.1.2.76,3628283,A0A044QSX6_F1_nD2,provisional,t,601.1.2.46,PF00137,PF00137,ambiguous_both
601.1.2.88,4010647,P0AAP1_F1_nD1,provisional,t,,PF05230,PF05230,supports_commons
601.25.1.2,4886489,Q72D51_nD3,provisional,f,,PF01926,,no_arch
601.33.1.16,3657554,A0A1D6MXB7_F1_nD1,provisional,t,,PF13664,PF13664,supports_commons
601.4.1.74,3922083,E7F1L9_F1_nD1,provisional,t,601.4.1.26,PF22975,PF22975,ambiguous_both
601.4.1.81,4007860,Q46755_F1_nD1,provisional,t,,PF04247,PF04247,supports_commons
603.1.1.135,4001740,A0A3P7PXA0_F1_nD1,provisional,t,109.4.1.399,PF19424,PF19424,supports_commons
603.1.1.139,3237954,Q21499_F1_nD1,provisional,t,603.1.1.66,"PF12352,PF27021","PF12352,PF27021",supports_commons
603.1.1.231,3429007,Q94LV9_F1_nD1,provisional,t,,PF12552,PF12552,supports_commons
603.2.1.16,3321923,I1KS00_F1_nD1,provisional,t,603.2.1.3,PF12056,PF12056,ambiguous_both
604.39.1.26,4008327,P0AA93_F1_nD1,provisional,t,,PF07694,PF07694,supports_commons
604.5.1.67,4413536,Q0JNL3_nD2,provisional,f,,PF14144,PF14144,supports_commons
604.6.1.39,3494458,A0A5K4EP14_F1_nD1,provisional,t,,PF03081,PF03081,supports_commons
605.1.1.232,3683295,A0A1D6GW55_F1_nD4,provisional,t,605.1.1.87,"PF05178,PF12936",,no_arch
605.1.1.255,3832010,F4HYC4_F1_nD1,provisional,t,,PF06683,PF06683,supports_commons
605.1.1.318,3825000,Q682G3_F1_nD1,provisional,t,,PF13961,"PF13961,PF14223",supports_commons
606.1.1.18,3905614,E7EXW8_F1_nD1,provisional,t,606.1.1.2,PF00839,PF00839,ambiguous_both
6.1.1.39,2646216,e6tjeA1,provisional,t,6.1.1.18,PF13360,,no_arch
6119.1.1.2,1002477,e3ne5B4,manual,t,6119.1.1.1,PF25869,,no_arch
6129.1.1.10,3245823,Q20762_F1_nD5,provisional,t,6129.1.1.6,PF24678,PF24678,supports_commons
622.1.1.33,4089826,Q9I315_nD1,provisional,f,,PF09392,PF09392,supports_commons
632.1.1.28,3880538,A5WVM7_F1_nD1,provisional,t,,PF10856,PF10856,supports_commons
632.15.1.6,3753917,G3V9U5_F1_nD1,provisional,t,,PF10856,PF10856,supports_commons
632.15.1.9,4214076,P9WKW1_nD1,provisional,f,,PF10724,PF10724,supports_commons
632.2.1.30,3428408,A0A0N7KFW7_F1_nD1,provisional,t,,PF05703,PF05703,supports_commons
632.2.1.36,4439850,Q06631_nD2,provisional,f,,PF13339,PF13339,supports_commons
632.22.1.123,3654919,A0A1D6IJJ6_F1_nD1,provisional,t,,PF06814,PF06814,supports_commons
633.21.1.36,3955897,O65935_F1_nD1,provisional,t,,PF20589,PF20589,supports_commons
633.23.1.33,2071625,e5vhxE1,provisional,t,633.23.1.2,"PF00822,PF07803",PF07803,supports_old
633.23.1.38,3780773,A2RRU2_F1_nD1,provisional,t,,PF20517,PF20517,supports_commons
67.1.1.6,4885912,C0R562_nD2,provisional,f,,PF00684,,no_arch
69.1.1.11,2298,e1dq3A1,manual,t,69.1.1.4,"PF07591,PF14890",,ambiguous_both
702.1.1.9,2266,e2bibA1,manual,t,702.1.1.1,"PF01473,PF19085,PF19127",,no_arch
7035.1.1.2,2491495,e6ebnA4,provisional,t,,PF31270,,no_arch
70.4.1.10,3547916,Q9BU23_F1_nD1,provisional,t,70.4.1.6,"PF06762,PF25179",,no_arch
7047.1.1.1,2581350,e6ii2A2,provisional,t,,PF30660,,no_arch
7093.1.1.2,2559798,e6hq6A2,provisional,t,,PF31219,,no_arch
7512.1.1.127,3217626,Q23620_F1_nD3,provisional,t,,PF01697,PF01697,supports_commons
7512.1.1.86,1780244,e5e9tB2,provisional,t,,PF30761,,no_arch
7515.1.1.14,223848,e3iddA1,manual,t,7515.1.1.8,"PF01676,PF10143",,no_arch
7515.1.1.16,1821028,e4ug4B1,provisional,t,7515.1.1.3,"PF00884,PF12411,PF16347",,no_arch
7515.1.1.32,4886444,Q3SGA3_nD1,provisional,f,,PF06415,,no_arch
7516.1.1.105,3466926,A0A0P0VVX1_F1_nD1,provisional,t,7516.1.1.43,"PF02434,PF04646","PF02434,PF04646",supports_commons
7516.1.1.107,3775699,D4A750_F1_nD4,provisional,t,,"PF02709,PF05679",PF05679,points_other
7516.1.1.109,3178193,P29465_F1_nD3,provisional,t,7516.1.1.83,"PF01644,PF03142",PF03142,supports_old
7516.1.1.110,3666677,A0A1D6IGU1_F1_nD1,provisional,t,7516.1.1.66,"PF04488,PF04572","PF04488,PF04572",supports_commons
7516.1.1.111,3257477,Q54MP1_F1_nD5,provisional,t,7516.1.1.45,"PF11380,PF17101,PF17102,PF17103","PF11380,PF17101,PF17102,PF17103",supports_commons
7516.1.1.172,3387296,Q0P8H2_F1_nD1,provisional,t,,"PF02709,PF10111",PF10111,supports_commons
7519.1.1.11,3453796,Q6ZCC4_F1_nD1,provisional,t,7519.1.1.2,"PF05433,PF29034",PF29034,supports_commons
7558.1.1.14,4885818,Q089E1_nD1,provisional,f,,PF27464,,no_arch
7568.1.1.21,3694946,A0A1C1C9G4_F1_nD5,provisional,t,7568.1.1.13,"PF11411,PF16589","PF11411,PF16589",supports_commons
7577.1.1.30,3724679,A0A0D2F348_F1_nD1,provisional,t,7577.1.1.17,"PF00266,PF22580","PF00266,PF22580",supports_commons
7579.1.1.140,3280752,K0EMF2_F1_nD2,provisional,t,7579.1.1.68,"PF10081,PF15420",PF10081,supports_old
7579.1.1.155,3941384,A0A0K0ERT2_F1_nD1,provisional,t,7579.1.1.52,"PF00326,PF05677",PF05677,supports_old
7579.1.1.254,3987511,Q8CYH6_F1_nD1,provisional,t,7579.1.1.67,"PF01764,PF11187",PF11187,supports_old
7579.1.1.260,3974146,Q9I6M9_F1_nD2,provisional,t,7579.1.1.79,"PF11678,PF24322",PF24322,supports_commons
7581.1.1.23,10878,e1hnjA1,manual,t,7581.1.1.13,"PF00108,PF08545",,no_arch
7581.1.1.25,3382472,I1MW41_F1_nD2,provisional,t,7581.1.1.1,"PF08392,PF08541","PF08392,PF08541",supports_commons
7581.1.1.32,3286456,K0EM16_F1_nD1,provisional,t,7581.1.1.18,"PF00108,PF22691","PF00108,PF22691",ambiguous_both
7581.1.1.50,3970450,Q9I6N0_F1_nD2,provisional,t,7581.1.1.17,PF20995,PF20995,supports_commons
7582.1.1.2,3603198,Q60342_F1_nD2,provisional,t,7582.1.1.1,PF29030,PF29030,supports_commons
7592.1.1.9,3978742,Q8ZLH7_F1_nD1,provisional,t,,PF06956,PF06956,supports_commons
77.1.1.6,3976809,Q8ZNS2_F1_nD2,provisional,t,,PF07661,PF07661,supports_commons
804.1.1.3,4001860,A0A0N4UKC8_F1_nD3,provisional,t,804.1.1.2,"PF04194,PF30657","PF04194,PF30657",supports_commons
821.1.1.9,4886554,Q4UL10_nD1,provisional,f,,PF30054,,no_arch
883.1.1.18,4886565,Q2UJF5_nD1,provisional,f,,PF26545,,no_arch
883.1.1.19,1918766,e5gykA1,provisional,t,883.1.1.7,PF26544,,no_arch
883.1.1.23,3271609,Q54X99_F1_nD4,provisional,t,883.1.1.13,"PF14613,PF19343",,no_arch
904.1.1.27,3448306,B7EN35_F1_nD1,provisional,t,904.1.1.13,"PF00643,PF22586",,no_arch
913.1.1.5,2141651,e5wvmA2,provisional,t,,PF29282,PF29282,supports_commons
931.1.1.11,2060964,e5ml1A1,provisional,t,,PF30063,,no_arch
