ecod_uid,f_id,ecod_domain_id,ecod_source_id,seqid_range,dtype
3245911,2.1.1.270,Q93845_F1_nD2,Q93845_F1,86-185,computed structural model
5063738,2.1.1.271,UPI002A989384_nD1,UPI002A989384,26-135,computed structural model
4253836,2.1.1.272,Q93DY2_nD2,Q93DY2_F1,106-200,computed structural model
3982470,2.1.1.273,Q32AH4_F1_nD2,Q32AH4_F1,156-230,computed structural model
3624793,2.1.1.274,A0A2K6W1Y9_F1_nD3,A0A2K6W1Y9_F1,191-270,computed structural model
3779796,2.1.1.275,B2GV47_F1_nD4,B2GV47_F1,"506-565,671-700,731-844",computed structural model
3891602,2.1.1.276,B3DKJ9_F1_nD1,B3DKJ9_F1,"76-135,241-310",computed structural model
3967954,2.1.1.279,Q9HZM0_F1_nD2,Q9HZM0_F1,66-190,computed structural model
3971710,2.1.1.280,Q9HXL8_F1_nD2,Q9HXL8_F1,"131-270,291-315",computed structural model
3388275,2.1.1.281,Q0PAN7_F1_nD2,Q0PAN7_F1,111-190,computed structural model
3825313,2.1.1.284,F4J3Z2_F1_nD3,F4J3Z2_F1,"21-30,61-90,396-500",computed structural model
3454301,2.1.1.285,Q7Y145_F1_nD3,Q7Y145_F1,221-485,computed structural model
3172889,2.1.1.286,Q12259_F1_nD3,Q12259_F1,"226-250,311-480",computed structural model
4984979,2.1.1.287,EPP00015945_nD3,EPP00015945,"251-390,411-420",computed structural model
3757288,2.1.1.288,A2VD15_F1_nD1,A2VD15_F1,261-355,computed structural model
4220176,2.1.1.289,Q5ZJJ2_nD1,Q5ZJJ2_F1,"1-115,141-165,171-295",computed structural model
3880555,2.1.1.290,E7F0D5_F1_nD1,E7F0D5_F1,1-140,computed structural model
4009147,2.1.1.292,P33353_F1_nD4,P33353_F1,331-570,computed structural model
4360971,2.1.1.293,Q02112_nD1,Q02112_F1,36-100,computed structural model
3976838,2.1.1.295,Q8ZLY8_F1_nD2,Q8ZLY8_F1,126-205,computed structural model
3210878,2.1.1.296,Q18270_F1_nD2,Q18270_F1,86-180,computed structural model
4599318,2.1.1.299,Q33569_nD1,Q33569_F1,6-85,computed structural model
3818198,2.1.1.313,F4JF21_F1_nD1,F4JF21_F1,81-350,computed structural model
4008023,2.1.1.332,P77297_F1_nD1,P77297_F1,1-95,computed structural model
4944356,2.1.1.357,A0A9Y1BL31_F1_nD1,A0A9Y1BL31_F1,6-105,computed structural model
4943372,2.1.1.361,A0A9Y1BJ41_F1_nD1,A0A9Y1BJ41_F1,6-85,computed structural model
5024077,2.1.1.363,Q8TYT0_F1_nD5,Q8TYT0_F1,196-290,computed structural model
5012389,2.1.1.364,Q5JDD6_F1_nD2,Q5JDD6_F1,71-170,computed structural model
4996015,2.1.1.365,EPP00005935_nD1,EPP00005935,91-245,computed structural model
4960013,2.1.1.366,D1Z0H8_F1_nD1,D1Z0H8_F1,1-70,computed structural model
4935568,2.1.1.371,A0A520KRR6_F1_nD2,A0A520KRR6_F1,101-210,computed structural model
5023775,2.1.1.374,Q8TY13_F1_nD2,Q8TY13_F1,71-255,computed structural model
4954309,2.1.1.375,A5UN99_F1_nD2,A5UN99_F1,216-305,computed structural model
4964594,2.1.1.378,D4GWR1_F1_nD1,D4GWR1_F1,1-80,computed structural model
4974478,2.1.1.379,EPP00015168_nD1,EPP00015168,"1-25,31-110",computed structural model
4964922,2.1.1.380,D4GXG6_F1_nD3,D4GXG6_F1,361-465,computed structural model
4935901,2.1.1.382,A0A520KSF5_F1_nD2,A0A520KSF5_F1,156-244,computed structural model
3968333,212.1.1.42,Q9HTM3_F1_nD1,Q9HTM3_F1,"6-70,121-145",computed structural model
3728740,212.1.1.43,A0A0D2EP04_F1_nD2,A0A0D2EP04_F1,"226-260,321-570",computed structural model
4215626,212.1.1.44,Q8N6T0_nD2,Q8N6T0_F1,166-445,computed structural model
4023224,212.1.1.45,A0A175VSR7_F1_nD4,A0A175VSR7_F1,"636-700,731-790,816-895",computed structural model
3295346,212.1.1.48,A0A0R0L5T4_F1_nD2,A0A0R0L5T4_F1,251-435,computed structural model
3177672,212.1.1.50,P47065_F1_nD1,P47065_F1,"82-145,196-233,262-340",computed structural model
3987993,212.1.1.51,Q8DPY8_F1_nD1,Q8DPY8_F1,26-185,computed structural model
4946083,212.1.1.59,A0A9Y1FKT8_F1_nD4,A0A9Y1FKT8_F1,471-630,computed structural model
5024305,212.1.1.60,Q8TZ96_F1_nD2,Q8TZ96_F1,"66-80,156-370",computed structural model
4944574,212.1.1.61,A0A9Y1BLH2_F1_nD3,A0A9Y1BLH2_F1,176-400,computed structural model
4665748,213.1.1.100,P39374_nD1,P39374_F1,"61-70,116-275",computed structural model
3788944,213.1.1.101,Q59RB0_F1_nD1,Q59RB0_F1,"1-85,107-270",computed structural model
3954491,213.1.1.102,P9WFU7_F1_nD2,P9WFU7_F1,206-290,computed structural model
3985028,213.1.1.103,Q32I99_F1_nD1,Q32I99_F1,16-230,computed structural model
5006442,213.1.1.120,O28750_F1_nD1,O28750_F1,"1-185,191-425,431-670",computed structural model
2443696,213.1.1.71,e5xzcA1,5xzc_A,"238-488,521-619",experimental structure
3680512,213.1.1.73,A0A1D6L433_F1_nD4,A0A1D6L433_F1,1131-1330,computed structural model
3597825,213.1.1.77,A4I5F7_F1_nD1,A4I5F7_F1,"11-25,56-95,161-175,206-270,311-350",computed structural model
3825403,213.1.1.78,Q7X6Y7_F1_nD1,Q7X6Y7_F1,"21-235,481-500",computed structural model
3924544,213.1.1.81,A0A0K0EB34_F1_nD1,A0A0K0EB34_F1,"1-105,136-365",computed structural model
3802617,213.1.1.85,A7UL74_F1_nD2,A7UL74_F1,"126-215,256-340",computed structural model
3322969,213.1.1.86,A0A0R0I8R9_F1_nD4,A0A0R0I8R9_F1,"577-610,638-780",computed structural model
3526452,213.1.1.88,Q92830_F1_nD2,Q92830_F1,221-375,computed structural model
4023168,213.1.1.90,A0A175VVB2_F1_nD1,A0A175VVB2_F1,"11-85,116-340",computed structural model
4148988,213.1.1.91,Q4PB56_nD1,Q4PB56_F1,"146-515,546-555,576-670,696-705",computed structural model
3973164,213.1.1.92,Q9HUG2_F1_nD2,Q9HUG2_F1,131-298,computed structural model
3174957,213.1.1.93,Q04170_F1_nD1,Q04170_F1,11-225,computed structural model
3903336,213.1.1.96,E7FET0_F1_nD1,E7FET0_F1,11-335,computed structural model
4363169,213.1.1.99,P55724_nD1,P55724_F1,56-245,computed structural model
3502259,214.1.1.10,A0A077ZKR7_F1_nD4,A0A077ZKR7_F1,406-530,computed structural model
3885012,214.1.1.11,E7F579_F1_nD1,E7F579_F1,1-190,computed structural model
3509349,214.1.1.9,A0A077ZAX3_F1_nD1,A0A077ZAX3_F1,66-175,computed structural model
5004808,2.14.1.6,L0L149_F1_nD1,L0L149_F1,1-70,computed structural model
4352097,216.1.1.25,Q5RDU4_nD1,Q5RDU4_F1,"36-150,243-270,301-310",computed structural model
3582886,216.1.1.26,A0A183XHN5_F1_nD4,A0A183XHN5_F1,"251-295,346-470",computed structural model
3744042,216.1.1.27,Q9HGN1_F1_nD5,Q9HGN1_F1,1306-1450,computed structural model
4481643,216.1.1.28,Q9KVG6_nD1,Q9KVG6_F1,6-140,computed structural model
3688080,216.1.1.29,A0A1C1CZN0_F1_nD4,A0A1C1CZN0_F1,466-565,computed structural model
2967043,216.1.1.32,e7zw0sj1,7zw0_sj,101-235,experimental structure
4946970,218.1.1.10,A0AAF0D0X9_F1_nD1,A0AAF0D0X9_F1,6-140,computed structural model
3840027,218.1.1.9,O24933_F1_nD2,O24933_F1,116-185,computed structural model
1063784,219.1.1.110,e4k7cA1,4k7c_A,1-446,experimental structure
2970095,219.1.1.112,e8a9kD1,8a9k_D,"83-121,144-168,197-221,423-464,484-601,745-786",experimental structure
3324734,219.1.1.113,I1K8U4_F1_nD2,I1K8U4_F1,346-610,computed structural model
3698096,219.1.1.115,A0A1C1CRE1_F1_nD3,A0A1C1CRE1_F1,1011-1190,computed structural model
3919382,219.1.1.116,E9QCS1_F1_nD1,E9QCS1_F1,191-420,computed structural model
3562822,219.1.1.118,Q8IY82_F1_nD2,Q8IY82_F1,"81-215,296-375,416-430",computed structural model
4472900,219.1.1.121,E1CHH8_nD2,E1CHH8_F1,56-245,computed structural model
3843154,219.1.1.122,Q4KL13_F1_nD1,Q4KL13_F1,1-310,computed structural model
3803752,219.1.1.124,Q9SU75_F1_nD1,Q9SU75_F1,16-275,computed structural model
3203375,219.1.1.129,C0NV95_F1_nD1,C0NV95_F1,18-145,computed structural model
4034170,219.1.1.134,Q2G006_F1_nD1,Q2G006_F1,31-189,computed structural model
3985874,219.1.1.136,Q326T5_F1_nD1,Q326T5_F1,21-225,computed structural model
4843028,219.1.1.137,e8ehoA01,8eho_A,37-162,experimental structure
4957284,219.1.1.153,D1YUS8_F1_nD1,D1YUS8_F1,6-180,computed structural model
3865872,220.1.1.120,D3YV92_F1_nD1,D3YV92_F1,26-190,computed structural model
4007623,220.1.1.150,P67601_F1_nD1,P67601_F1,1-90,computed structural model
168216,220.1.1.151,e2rovA1,2rov_A,1-117,experimental structure
3802918,220.1.1.153,Q9SUG8_F1_nD1,Q9SUG8_F1,136-275,computed structural model
4017811,220.1.1.154,A0A150ASA6_F1_nD2,A0A150ASA6_F1,241-425,computed structural model
3521669,220.1.1.155,Q8WXG6_F1_nD4,Q8WXG6_F1,1436-1540,computed structural model
4119649,220.1.1.156,B4F6Q9_nD2,B4F6Q9_F1,"191-260,536-650",computed structural model
2581169,220.1.1.157,e6xtbE2,6xtb_E,132-253,experimental structure
3393555,220.1.1.158,Q9VKU0_F1_nD1,Q9VKU0_F1,1-135,computed structural model
3798058,220.1.1.159,A0A7I4NLW7_F1_nD2,A0A7I4NLW7_F1,161-385,computed structural model
3892910,220.1.1.160,A0A2R8Q6A5_F1_nD6,A0A2R8Q6A5_F1,1506-1605,computed structural model
3573314,220.1.1.161,Q9NRD8_F1_nD2,Q9NRD8_F1,636-760,computed structural model
3903053,220.1.1.162,Q1L9B2_F1_nD1,Q1L9B2_F1,361-530,computed structural model
3669821,220.1.1.163,A0A1D6P5V7_F1_nD3,A0A1D6P5V7_F1,406-560,computed structural model
3756949,220.1.1.164,Q9ESN0_F1_nD1,Q9ESN0_F1,61-205,computed structural model
3493895,220.1.1.165,A0A5K4F6R6_F1_nD1,A0A5K4F6R6_F1,41-175,computed structural model
3532766,220.1.1.166,Q8IWB9_F1_nD2,Q8IWB9_F1,"541-645,681-720",computed structural model
3496734,220.1.1.168,G4VK58_F1_nD2,G4VK58_F1,191-315,computed structural model
3688864,220.1.1.169,A0A1C1CC62_F1_nD2,A0A1C1CC62_F1,"246-290,312-460",computed structural model
3388895,220.1.1.170,Q9VNZ8_F1_nD3,Q9VNZ8_F1,606-715,computed structural model
3806797,220.1.1.171,Q9SZB7_F1_nD1,Q9SZB7_F1,51-215,computed structural model
3360296,220.1.1.172,I1MGL5_F1_nD1,I1MGL5_F1,16-120,computed structural model
3559120,220.1.1.173,Q8TCT0_F1_nD1,Q8TCT0_F1,6-125,computed structural model
4359085,220.1.1.174,Q3SZM3_nD2,Q3SZM3_F1,"6-20,61-165",computed structural model
3709115,220.1.1.175,Q4DV04_F1_nD1,Q4DV04_F1,261-478,computed structural model
3226062,220.1.1.176,Q21871_F1_nD1,Q21871_F1,6-145,computed structural model
3204424,220.1.1.179,C0NRY5_F1_nD2,C0NRY5_F1,"161-244,271-345,411-420,516-550",computed structural model
3675569,220.1.1.180,A0A1D6KE58_F1_nD2,A0A1D6KE58_F1,86-185,computed structural model
3372840,220.1.1.181,A0A0R0JI74_F1_nD1,A0A0R0JI74_F1,196-320,computed structural model
3462924,220.1.1.182,Q8LHH9_F1_nD2,Q8LHH9_F1,146-315,computed structural model
3316079,220.1.1.183,I1KKW7_F1_nD2,I1KKW7_F1,91-240,computed structural model
4076691,220.1.1.184,Q5F479_nD3,Q5F479_F1,531-655,computed structural model
3852979,220.1.1.185,Q7TSI1_F1_nD4,Q7TSI1_F1,801-930,computed structural model
3488436,220.1.1.186,A0A5K4ETB1_F1_nD1,A0A5K4ETB1_F1,176-345,computed structural model
4019958,220.1.1.188,A0A175WCE0_F1_nD4,A0A175WCE0_F1,466-655,computed structural model
3804742,220.1.1.189,Q8L7M7_F1_nD1,Q8L7M7_F1,61-225,computed structural model
4505820,220.1.1.190,A6ZPZ1_nD3,A6ZPZ1_F1,556-680,computed structural model
4200316,220.1.1.191,Q6FJ97_nD2,Q6FJ97_F1,166-320,computed structural model
4404993,220.1.1.192,Q6IRN0_nD5,Q6IRN0_F1,956-1135,computed structural model
3511439,220.1.1.193,A0A077ZF87_F1_nD1,A0A077ZF87_F1,16-128,computed structural model
3723172,220.1.1.194,A0A0D2EMI7_F1_nD2,A0A0D2EMI7_F1,256-420,computed structural model
3638937,220.1.1.195,C1GXG5_F1_nD2,C1GXG5_F1,131-300,computed structural model
3685197,220.1.1.196,A0A1C1CCM6_F1_nD1,A0A1C1CCM6_F1,336-480,computed structural model
4587235,220.1.1.197,A6ZPZ1_nD4,A6ZPZ1_F1,721-835,computed structural model
3910930,220.1.1.198,F1QZ06_F1_nD1,F1QZ06_F1,1-160,computed structural model
3525766,220.1.1.199,Q9Y2I1_F1_nD6,Q9Y2I1_F1,1321-1504,computed structural model
3715543,220.1.1.200,Q4E2J7_F1_nD2,Q4E2J7_F1,271-390,computed structural model
3728770,220.1.1.201,A0A0D2F7Z1_F1_nD1,A0A0D2F7Z1_F1,31-140,computed structural model
3199763,220.1.1.202,C0NUZ4_F1_nD1,C0NUZ4_F1,1-125,computed structural model
3636379,220.1.1.203,C1GUD3_F1_nD2,C1GUD3_F1,791-945,computed structural model
3728125,220.1.1.204,A0A0D2HKN8_F1_nD3,A0A0D2HKN8_F1,1351-1505,computed structural model
3828316,220.1.1.205,Q45GQ7_F1_nD1,Q45GQ7_F1,21-165,computed structural model
3451665,220.1.1.206,Q0D8L5_F1_nD3,Q0D8L5_F1,246-370,computed structural model
3870584,220.1.1.207,Q8CHG5_F1_nD3,Q8CHG5_F1,"276-305,348-435",computed structural model
3747312,220.1.1.208,Q6P6S0_F1_nD2,Q6P6S0_F1,206-315,computed structural model
3197275,220.1.1.210,C0NB76_F1_nD2,C0NB76_F1,611-765,computed structural model
4019656,220.1.1.211,A0A175W9J2_F1_nD3,A0A175W9J2_F1,696-830,computed structural model
3189283,220.1.1.212,U7Q2U6_F1_nD4,U7Q2U6_F1,896-1065,computed structural model
3635345,220.1.1.213,A0A0A2UZM8_F1_nD5,A0A0A2UZM8_F1,"951-970,996-1145",computed structural model
3210512,220.1.1.214,C0NUZ4_F1_nD2,C0NUZ4_F1,126-240,computed structural model
3187379,220.1.1.215,U7Q5T7_F1_nD1,U7Q5T7_F1,346-485,computed structural model
3949336,220.1.1.216,A0A0H3GMG4_F1_nD1,A0A0H3GMG4_F1,1-110,computed structural model
4121439,220.1.1.217,Q5B4C9_nD1,Q5B4C9_F1,"236-470,706-855",computed structural model
3592771,220.1.1.218,A4HZ95_F1_nD1,A4HZ95_F1,16-125,computed structural model
4384129,220.1.1.219,Q59010_nD1,Q59010_F1,6-130,computed structural model
3846454,220.1.1.220,Q7TT23_F1_nD3,Q7TT23_F1,521-685,computed structural model
3963161,220.1.1.221,X8F813_F1_nD2,X8F813_F1,"11-20,66-159",computed structural model
3670473,220.1.1.227,A0A1D6QNZ7_F1_nD1,A0A1D6QNZ7_F1,71-210,computed structural model
3170690,220.1.1.228,Q03306_F1_nD2,Q03306_F1,501-675,computed structural model
3699576,220.1.1.230,Q4DC06_F1_nD2,Q4DC06_F1,746-880,computed structural model
3285383,220.1.1.232,K0F262_F1_nD2,K0F262_F1,36-160,computed structural model
3699577,220.1.1.236,Q4DC06_F1_nD1,Q4DC06_F1,16-125,computed structural model
3358147,220.1.1.241,I1MWL9_F1_nD3,I1MWL9_F1,1111-1360,computed structural model
3587925,220.1.1.242,A0A132ZH24_F1_nD2,A0A132ZH24_F1,61-135,computed structural model
4081395,220.1.1.243,O96160_nD2,O96160_F1,981-1083,computed structural model
3173368,220.1.1.244,P32917_F1_nD2,P32917_F1,371-510,computed structural model
3785928,220.1.1.245,A0A1D8PQH4_F1_nD2,A0A1D8PQH4_F1,156-325,computed structural model
3477104,220.1.1.248,A0A5K4F409_F1_nD2,A0A5K4F409_F1,"296-510,856-935",computed structural model
3708594,220.1.1.249,Q4DKX2_F1_nD2,Q4DKX2_F1,786-895,computed structural model
3199454,220.1.1.250,C0NQD7_F1_nD2,C0NQD7_F1,146-265,computed structural model
3289369,220.1.1.255,K0F375_F1_nD2,K0F375_F1,86-165,computed structural model
3743404,220.1.1.256,Q09823_F1_nD1,Q09823_F1,1-350,computed structural model
3712932,220.1.1.263,Q4D9X7_F1_nD1,Q4D9X7_F1,26-180,computed structural model
4261008,220.1.1.290,P33659_nD2,P33659_F1,61-165,computed structural model
4380028,220.1.1.291,P37523_nD2,P37523_F1,61-140,computed structural model
4990231,220.1.1.319,G4RKP1_F1_nD3,G4RKP1_F1,"61-80,166-235",computed structural model
5017962,220.1.1.322,Q8PSC5_F1_nD2,Q8PSC5_F1,"6-15,61-175",computed structural model
4797400,220.3.1.5,e6lgwE03,6lgw_E,"53-107,111-158,164-187",experimental structure
4824866,220.3.1.6,e7u9gA01,7u9g_A,146-204,experimental structure
3980473,220.4.1.7,Q93GN0_F1_nD1,Q93GN0_F1,"86-95,161-205,228-285",computed structural model
3908548,221.1.1.163,F7VJQ5_F1_nD3,F7VJQ5_F1,511-600,computed structural model
3329836,221.1.1.165,I1LGK9_F1_nD1,I1LGK9_F1,96-190,computed structural model
3422649,221.1.1.166,A0A0N7KL01_F1_nD1,A0A0N7KL01_F1,11-120,computed structural model
3445902,221.1.1.167,Q53KE9_F1_nD4,Q53KE9_F1,511-620,computed structural model
3916184,221.1.1.168,F8W2C2_F1_nD1,F8W2C2_F1,1-310,computed structural model
4172185,221.1.1.169,P0A1Y5_nD1,P0A1Y5_F1,1-130,computed structural model
3907194,221.1.1.170,F1R230_F1_nD3,F1R230_F1,141-270,computed structural model
3384458,221.1.1.171,K7MT46_F1_nD1,K7MT46_F1,322-390,computed structural model
3333111,221.1.1.172,K7LVU7_F1_nD2,K7LVU7_F1,141-220,computed structural model
3754669,221.1.1.173,D3ZNU3_F1_nD2,D3ZNU3_F1,"311-405,676-720",computed structural model
3199220,221.1.1.174,C0NBD2_F1_nD1,C0NBD2_F1,6-90,computed structural model
3547124,221.1.1.175,Q5TG30_F1_nD3,Q5TG30_F1,521-620,computed structural model
3530895,221.1.1.176,Q6SJ93_F1_nD1,Q6SJ93_F1,76-165,computed structural model
4044024,221.1.1.177,Q8L627_nD2,Q8L627_F1,"141-220,261-315",computed structural model
4016985,221.1.1.178,A0A175W1S1_F1_nD1,A0A175W1S1_F1,1-105,computed structural model
3206074,221.1.1.179,C0NFG7_F1_nD1,C0NFG7_F1,6-150,computed structural model
3539587,221.1.1.180,Q96K76_F1_nD1,Q96K76_F1,41-140,computed structural model
3546707,221.1.1.181,Q6AI12_F1_nD2,Q6AI12_F1,261-340,computed structural model
3167732,221.1.1.182,Q08236_F1_nD2,Q08236_F1,831-925,computed structural model
4017521,221.1.1.183,A0A175VUA3_F1_nD3,A0A175VUA3_F1,1046-1150,computed structural model
3725558,221.1.1.184,A0A0D2H276_F1_nD1,A0A0D2H276_F1,1-145,computed structural model
3544246,221.1.1.187,Q9NVE5_F1_nD5,Q9NVE5_F1,841-935,computed structural model
3203024,221.1.1.188,C0NAX7_F1_nD5,C0NAX7_F1,551-640,computed structural model
3306652,221.1.1.189,K7MGF8_F1_nD1,K7MGF8_F1,16-105,computed structural model
4402788,221.1.1.191,Q5ZKI7_nD4,Q5ZKI7_F1,616-695,computed structural model
3582504,221.1.1.192,A0A3P7FQ37_F1_nD4,A0A3P7FQ37_F1,706-820,computed structural model
3456278,221.1.1.193,A0A0P0XET2_F1_nD1,A0A0P0XET2_F1,1-110,computed structural model
3748389,221.1.1.195,Q8CF97_F1_nD1,Q8CF97_F1,41-105,computed structural model
3998653,221.1.1.196,A0A0N4U765_F1_nD1,A0A0N4U765_F1,11-375,computed structural model
3171242,221.1.1.199,P40207_F1_nD2,P40207_F1,61-235,computed structural model
3584151,221.1.1.200,A0A3P7GHE1_F1_nD3,A0A3P7GHE1_F1,676-765,computed structural model
3825490,221.1.1.201,F4KFS5_F1_nD1,F4KFS5_F1,21-125,computed structural model
3220610,221.1.1.202,P34396_F1_nD2,P34396_F1,151-245,computed structural model
4634110,221.1.1.205,Q8TXW5_nD1,Q8TXW5_F1,1-55,computed structural model
4944192,221.1.1.242,A0A9Y1BKT1_F1_nD1,A0A9Y1BKT1_F1,1-85,computed structural model
4213270,221.1.2.15,Q87J85_nD2,Q87J85_F1,326-419,computed structural model
3894561,221.1.2.16,B7ZD93_F1_nD1,B7ZD93_F1,116-215,computed structural model
3978189,221.1.2.17,Q8ZK06_F1_nD2,Q8ZK06_F1,"1-10,106-190",computed structural model
3987833,221.1.2.18,Q8DNB5_F1_nD1,Q8DNB5_F1,1-65,computed structural model
4943271,221.1.2.20,A0A9Y1BIU6_F1_nD1,A0A9Y1BIU6_F1,6-115,computed structural model
4288334,2.2.1.13,C0SPB1_nD1,C0SPB1_F1,1-220,computed structural model
5046537,2.2.1.15,A0A5C9E5E9_F1_nD1,A0A5C9E5E9_F1,"37-195,216-240",computed structural model
4934193,2.21.1.5,A0A2R7Y684_F1_nD1,A0A2R7Y684_F1,1-160,computed structural model
4963597,221.15.1.2,D4GUF4_F1_nD2,D4GUF4_F1,176-250,computed structural model
3445314,221.1.5.3,Q8W316_F1_nD1,Q8W316_F1,81-170,computed structural model
4133361,221.2.1.2,P47015_nD1,P47015_F1,98-195,computed structural model
3819836,221.3.1.5,Q8L6Y4_F1_nD2,Q8L6Y4_F1,301-370,computed structural model
3803039,221.3.1.6,A0A1P8B123_F1_nD1,A0A1P8B123_F1,"131-145,171-259",computed structural model
3952388,221.4.1.21,O53287_F1_nD1,O53287_F1,11-280,computed structural model
3895419,221.4.1.24,Q1LYN2_F1_nD1,Q1LYN2_F1,6-295,computed structural model
3531915,221.4.1.25,Q8N957_F1_nD4,Q8N957_F1,436-605,computed structural model
4398503,221.4.1.27,A5F3M9_nD1,A5F3M9_F1,16-135,computed structural model
3812745,221.4.1.28,F4IAF4_F1_nD2,F4IAF4_F1,136-295,computed structural model
3410727,221.4.1.29,X4YX01_F1_nD4,X4YX01_F1,"751-765,991-1040,1071-1160,1216-1240",computed structural model
3462310,221.6.1.2,A0A0P0VBW1_F1_nD1,A0A0P0VBW1_F1,"31-120,146-210",computed structural model
4285090,221.8.1.3,P42213_nD6,P42213_F1,456-550,computed structural model
3173730,222.1.1.27,P38790_F1_nD1,P38790_F1,6-160,computed structural model
4214513,222.1.1.28,Q8CTQ9_nD1,Q8CTQ9_F1,6-120,computed structural model
4889524,222.1.1.29,e9pqxA7,9pqx_A,1220-1354,experimental structure
3281481,222.1.1.34,K0F6V9_F1_nD2,K0F6V9_F1,"1-25,191-329",computed structural model
3229394,222.1.1.35,Q19058_F1_nD1,Q19058_F1,6-285,computed structural model
4606849,223.1.1.100,Q4L8M0_nD1,Q4L8M0_F1,6-160,computed structural model
3799327,223.1.1.101,A0A5S6P7B8_F1_nD4,A0A5S6P7B8_F1,"6-70,626-895,916-955,1066-1075",computed structural model
3755260,223.1.1.102,P54290_F1_nD2,P54290_F1,"71-125,151-240,431-614,1031-1040",computed structural model
4137355,223.1.1.104,A0QTU7_nD1,A0QTU7_F1,11-205,computed structural model
3653790,223.1.1.105,A0A1D6H6X0_F1_nD1,A0A1D6H6X0_F1,1-190,computed structural model
3205412,223.1.1.106,C0NUG6_F1_nD2,C0NUG6_F1,516-605,computed structural model
3859971,223.1.1.108,Q5RJF7_F1_nD3,Q5RJF7_F1,"46-90,521-655,681-910,996-1035",computed structural model
3163897,223.1.1.110,P44604_F1_nD4,P44604_F1,231-355,computed structural model
2036982,223.1.1.111,e5svuB1,5svu_B,3-137,experimental structure
4008035,223.1.1.112,P39838_F1_nD1,P39838_F1,36-310,computed structural model
4008034,223.1.1.113,P39838_F1_nD3,P39838_F1,351-520,computed structural model
3752506,223.1.1.114,F1M8P4_F1_nD5,F1M8P4_F1,"816-1020,1156-1165",computed structural model
3563494,223.1.1.115,A4FU69_F1_nD7,A4FU69_F1,"461-470,1161-1305",computed structural model
4110294,223.1.1.118,Q8FGJ7_nD3,Q8FGJ7_F1,"46-65,281-360",computed structural model
3847515,223.1.1.119,Q8C1Y8_F1_nD2,Q8C1Y8_F1,191-370,computed structural model
3765989,223.1.1.120,Q8CFG6_F1_nD1,Q8CFG6_F1,"111-145,196-285,481-655",computed structural model
5002294,223.1.1.122,L0KV61_F1_nD6,L0KV61_F1,631-845,computed structural model
3386569,223.1.1.124,Q9PPG2_F1_nD3,Q9PPG2_F1,"86-110,181-264",computed structural model
388663,223.1.1.127,e3mfxC1,3mfx_C,4-121,experimental structure
4678808,223.1.1.130,G3XGC1_nD2,G3XGC1_F1,206-305,computed structural model
4216341,223.1.1.132,O05250_nD1,O05250_F1,"6-30,36-325",computed structural model
4576492,223.1.1.134,P20169_nD2,P20169_F1,31-215,computed structural model
4299844,223.1.1.135,Q07737_nD1,Q07737_F1,"46-65,71-95,131-170,211-295",computed structural model
4078369,223.1.1.157,P39209_nD1,P39209_F1,6-205,computed structural model
4949048,223.1.1.171,A3CS23_F1_nD2,A3CS23_F1,66-205,computed structural model
5016939,223.1.1.189,Q6LZY6_F1_nD1,Q6LZY6_F1,6-190,computed structural model
4963275,223.1.1.191,D4GTP1_F1_nD1,D4GTP1_F1,41-130,computed structural model
4656966,223.1.1.67,Q8FGJ7_nD2,Q8FGJ7_F1,66-275,computed structural model
3304780,223.1.1.84,A0A0R0GET9_F1_nD2,A0A0R0GET9_F1,191-565,computed structural model
2116144,223.1.1.98,e5gjwF2,5gjw_F,485-629,experimental structure
3396868,223.2.1.46,E3CTN7_F1_nD1,E3CTN7_F1,"101-120,191-235,471-545",computed structural model
3744550,223.2.1.48,Q9P6K4_F1_nD1,Q9P6K4_F1,"36-120,326-375,401-430",computed structural model
3483643,223.2.1.49,A0A3Q0KQL2_F1_nD2,A0A3Q0KQL2_F1,276-430,computed structural model
3780458,223.2.1.51,D3ZEJ9_F1_nD1,D3ZEJ9_F1,"36-45,73-205",computed structural model
4218222,223.2.1.52,A0QNH5_nD1,A0QNH5_F1,1-140,computed structural model
4929561,223.2.1.62,A0A060HTJ9_F1_nD1,A0A060HTJ9_F1,1-125,computed structural model
4964955,223.2.1.63,D4GXJ9_F1_nD1,D4GXJ9_F1,1-129,computed structural model
4266728,223.3.1.14,A7FY32_nD3,A7FY32_F1,"281-395,511-730",computed structural model
3947796,223.3.1.15,A0A0H3H1G6_F1_nD2,A0A0H3H1G6_F1,"256-365,386-685",computed structural model
5001818,223.8.1.5,L0KTC5_F1_nD1,L0KTC5_F1,51-205,computed structural model
3697267,224.1.1.5,A0A1C1C806_F1_nD2,A0A1C1C806_F1,1346-1450,computed structural model
3366747,224.1.1.6,I1N525_F1_nD3,I1N525_F1,741-850,computed structural model
4974349,225.1.1.41,EPP00015030_nD3,EPP00015030,"271-325,331-445",computed structural model
3813831,226.1.1.16,A0A1P8AYM3_F1_nD1,A0A1P8AYM3_F1,81-165,computed structural model
3816166,226.1.1.20,F4JFS3_F1_nD1,F4JFS3_F1,"6-95,161-200",computed structural model
3678742,226.1.1.24,A0A1D6II00_F1_nD1,A0A1D6II00_F1,"26-285,306-530,571-615",computed structural model
3642078,226.1.1.25,A0A1D6DYL9_F1_nD1,A0A1D6DYL9_F1,"6-30,56-175",computed structural model
