ecod_uid,domain_id,t_id,old_f,old_f_name,commons_f,new_f_name,dominant_pfam,dominant_name,cov_pct,score,verdict,tier,recommended_action,composite_outcome,relaxed_Q_verdict,relaxed_Q_detail,final_class,final_action
4616,e2bnxA1,109.4.1,109.4.1.89,"Drf_FH3,Drf_GBD",109.4.1.1299,"Drf_FH3, Drf_GBD, FH3_FHOD1-3",,,,,no_dominant_pfam,,REVIEW: no Pfam >=60% (structural/DPAM),subset_ambiguous,Q_above_GA,PF24959 score=31.0 GA=27.4 dE=2.9e-07,APPLY,APPLY: composite Pfam-justified (extra Pfam above GA)
9843,e2d13A1,2005.1.1,2005.1.1.16,Diphthami_syn_2,2005.1.1.54,"Diphthami_syn_2, PF28410",,,,,no_dominant_pfam,,REVIEW: no Pfam >=60% (structural/DPAM),apply_commons,,,APPLY,APPLY: composite Pfam-confirmed (architecture==target)
7389,e2f4mA1,219.1.1,219.1.1.13,Transglut_core,219.1.1.111,"Transglut_core, Rad4",,,,,no_dominant_pfam,,REVIEW: no Pfam >=60% (structural/DPAM),apply_commons,,,APPLY,APPLY: composite Pfam-confirmed (architecture==target)
1145793,e2gw1A1,109.4.1,,,109.4.1.1438,"TPR_1, TPR_8, TPR_16, TPR_19",,,,,no_dominant_pfam,,REVIEW: no Pfam >=60% (structural/DPAM),apply_commons,,,APPLY,APPLY: composite Pfam-confirmed (architecture==target)
1842535,e2iw3A2,109.4.1,109.4.1.955,HEAT_EF3_GNC1,109.4.1.1442,"HEAT_EF3_GNC1, HEAT_EF3_N",,,,,no_dominant_pfam,,REVIEW: no Pfam >=60% (structural/DPAM),apply_commons,,,APPLY,APPLY: composite Pfam-confirmed (architecture==target)
11511,e2j01P1,2490.3.1,2490.3.1.1,Ribosomal_L27A,2490.3.1.3,"Ribosomal_L27A, PF29471",,,,,no_dominant_pfam,,REVIEW: no Pfam >=60% (structural/DPAM),apply_commons,,,APPLY,APPLY: composite Pfam-confirmed (architecture==target)
2218,e2ovrB1,5.1.4,5.1.4.1,WD40,5.1.4.310,"WD40, PQQ_2",,,,,no_dominant_pfam,,REVIEW: no Pfam >=60% (structural/DPAM),subset_ambiguous,Q_above_GA,PF13360 score=24.9 GA=19.7 dE=2.4e-05,APPLY,APPLY: composite Pfam-justified (extra Pfam above GA)
185295,e3h09A3,207.2.1,207.2.1.7,"Peptidase_S6,Pertactin",207.2.1.75,"Pertactin, Beta-sol_PIC_HAP1_IgA0_2nd",,,,,no_dominant_pfam,,REVIEW: no Pfam >=60% (structural/DPAM),apply_commons,,,APPLY,APPLY: composite Pfam-confirmed (architecture==target)
1148107,e3j65q2,5.1.5,5.1.5.1,WD40,5.1.5.78,"WD40, eIF2A, ANAPC4_WD40",,,,,no_dominant_pfam,,REVIEW: no Pfam >=60% (structural/DPAM),apply_commons,,,APPLY,APPLY: composite Pfam-confirmed (architecture==target)
1951795,e3j9zLH1,2490.3.1,2490.3.1.1,Ribosomal_L27A,2490.3.1.3,"Ribosomal_L27A, PF29471",,,,,no_dominant_pfam,,REVIEW: no Pfam >=60% (structural/DPAM),apply_commons,,,APPLY,APPLY: composite Pfam-confirmed (architecture==target)
1411386,e3kv4A2,10.12.1,10.12.1.9,JmjC,10.12.1.101,"JmjC, Cupin_8",,,,,no_dominant_pfam,,REVIEW: no Pfam >=60% (structural/DPAM),subset_ambiguous,Q_above_GA,PF13621 score=32.4 GA=27.4 dE=1.4e-07,APPLY,APPLY: composite Pfam-justified (extra Pfam above GA)
147021,e3n54B1,3234.1.1,3234.1.1.1,Spore_GerAC,3234.1.1.2,"Spore_GerAC, Spore_GerAC_N",,,,,no_dominant_pfam,,REVIEW: no Pfam >=60% (structural/DPAM),apply_commons,,,APPLY,APPLY: composite Pfam-confirmed (architecture==target)
185457,e3p8cF1,3305.1.1,3305.1.1.1,Abi_HHR,3305.1.1.7,"Abi_HHR, PF27594",,,,,no_dominant_pfam,,REVIEW: no Pfam >=60% (structural/DPAM),apply_commons,,,APPLY,APPLY: composite Pfam-confirmed (architecture==target)
1031089,e3sfzA6,5.1.5,5.1.5.1,WD40,5.1.5.75,"WD40, ANAPC4_WD40",,,,,no_dominant_pfam,,REVIEW: no Pfam >=60% (structural/DPAM),apply_commons,,,APPLY,APPLY: composite Pfam-confirmed (architecture==target)
2066777,e3wpcA1,207.1.1,207.1.1.24,LRR_8,207.1.1.210,"LRR_1, LRR_6, LRR_8, LRR_12",,,,,no_dominant_pfam,,REVIEW: no Pfam >=60% (structural/DPAM),apply_commons,,,APPLY,APPLY: composite Pfam-confirmed (architecture==target)
185635,e4a53A1,4.1.1,4.1.1.67,FDF,4.1.1.391,"FDF, PF30873",,,,,no_dominant_pfam,,REVIEW: no Pfam >=60% (structural/DPAM),apply_commons,,,APPLY,APPLY: composite Pfam-confirmed (architecture==target)
1124192,e4adyA2,109.35.1,109.35.1.1,PC_rep,109.35.1.10,"PC_rep, HEAT_2",,,,,no_dominant_pfam,,REVIEW: no Pfam >=60% (structural/DPAM),apply_commons,,,APPLY,APPLY: composite Pfam-confirmed (architecture==target)
1126564,e4bujF1,109.4.1,109.4.1.255,TPR_22,109.4.1.2094,"TPR_8, TPR_22",,,,,no_dominant_pfam,,REVIEW: no Pfam >=60% (structural/DPAM),apply_commons,,,APPLY,APPLY: composite Pfam-confirmed (architecture==target)
1019409,e4gcwA1,247.1.1,247.1.1.11,Lactamase_B_2,247.1.1.29,"Lactamase_B_2, Anti-Pycsar_Apyc1",,,,,no_dominant_pfam,,REVIEW: no Pfam >=60% (structural/DPAM),apply_commons,,,APPLY,APPLY: composite Pfam-confirmed (architecture==target)
1291870,e4hnwA1,109.4.1,109.4.1.173,NatA_aux_su,109.4.1.1389,"NatA_aux_su, TPR_8",,,,,no_dominant_pfam,,REVIEW: no Pfam >=60% (structural/DPAM),subset_ambiguous,Q_above_GA,PF13181 score=16.0 GA=11.8 dE=1.7e-02,APPLY,APPLY: composite Pfam-justified (extra Pfam above GA)
1291871,e4hnxA1,109.4.1,109.4.1.173,NatA_aux_su,109.4.1.1389,"NatA_aux_su, TPR_8",,,,,no_dominant_pfam,,REVIEW: no Pfam >=60% (structural/DPAM),subset_ambiguous,Q_above_GA,PF13181 score=16.0 GA=11.8 dE=1.7e-02,APPLY,APPLY: composite Pfam-justified (extra Pfam above GA)
1820968,e4j0mA1,207.1.1,207.1.1.1,LRR_1,207.1.1.323,"LRR_1, LRRNT_2, LRR_6, LRR_8, Island",,,,,no_dominant_pfam,,REVIEW: no Pfam >=60% (structural/DPAM),apply_commons,,,APPLY,APPLY: composite Pfam-confirmed (architecture==target)
1180304,e4lxrA1,207.1.1,207.1.1.24,LRR_8,207.1.1.158,"LRR_1, LRRNT, LRRCT, LRR_5, LRR_8",,,,,no_dominant_pfam,,REVIEW: no Pfam >=60% (structural/DPAM),apply_commons,,,APPLY,APPLY: composite Pfam-confirmed (architecture==target)
1141025,e4n5cD1,109.4.1,,,109.4.1.1575,"PF29148, PF29151, PF29158",,,,,no_dominant_pfam,,REVIEW: no Pfam >=60% (structural/DPAM),apply_commons,,,APPLY,APPLY: composite Pfam-confirmed (architecture==target)
1348265,e4pjuA1,109.4.1,109.4.1.117,"STAG,SCD",109.4.1.1350,"STAG, SCD, HEAT_SCC3-SA, PF31007",,,,,no_dominant_pfam,,REVIEW: no Pfam >=60% (structural/DPAM),apply_commons,,,APPLY,APPLY: composite Pfam-confirmed (architecture==target)
1721533,e4qo5A1,139.2.1,139.2.1.7,Multi-haem_cyto,139.2.1.17,"Cytochrome_C554, Multi-haem_cyto",,,,,no_dominant_pfam,,REVIEW: no Pfam >=60% (structural/DPAM),apply_commons,,,APPLY,APPLY: composite Pfam-confirmed (architecture==target)
1487349,e4rfsA1,2004.1.1,2004.1.1.5,ABC_tran,2004.1.1.417,"ABC_tran, AAA_21",,,,,no_dominant_pfam,,REVIEW: no Pfam >=60% (structural/DPAM),subset_ambiguous,Q_above_GA,PF13304 score=32.8 GA=27.0 dE=1.2e-07,APPLY,APPLY: composite Pfam-justified (extra Pfam above GA)
1487350,e4rfsB1,2004.1.1,2004.1.1.5,ABC_tran,2004.1.1.445,"ABC_tran, PF27471",,,,,no_dominant_pfam,,REVIEW: no Pfam >=60% (structural/DPAM),apply_commons,,,APPLY,APPLY: composite Pfam-confirmed (architecture==target)
1676519,e4ui9I1,5.1.4,5.1.4.39,ANAPC4_WD40,5.1.4.283,"ANAPC4_WD40, WD40_APC4_C-half",,,,,no_dominant_pfam,,REVIEW: no Pfam >=60% (structural/DPAM),apply_commons,,,APPLY,APPLY: composite Pfam-confirmed (architecture==target)
1676526,e4ui9Y1,109.4.1,109.4.1.118,"STAG,SCD,SCC3_C",109.4.1.1264,"TPR_8, TPR_16",,,,,no_dominant_pfam,,REVIEW: no Pfam >=60% (structural/DPAM),apply_commons,,,APPLY,APPLY: composite Pfam-confirmed (architecture==target)
1310610,e4upcA1,2011.1.1,2011.1.1.12,Nicastrin,2011.1.1.35,"Peptidase_M28, Nicastrin",,,,,no_dominant_pfam,,REVIEW: no Pfam >=60% (structural/DPAM),subset_ambiguous,Q_above_GA,PF04389 score=27.2 GA=21.3 dE=4.5e-06,APPLY,APPLY: composite Pfam-justified (extra Pfam above GA)
1503129,e4wwxB2,2484.1.1,2484.1.1.64,RAG1,2484.1.1.195,"PF26024, PF26025, PF26100, PF26101, PF26105",,,,,no_dominant_pfam,,REVIEW: no Pfam >=60% (structural/DPAM),apply_commons,,,APPLY,APPLY: composite Pfam-confirmed (architecture==target)
1555748,e4yc7B1,109.4.1,109.4.1.89,"Drf_FH3,Drf_GBD",109.4.1.1299,"Drf_FH3, Drf_GBD, FH3_FHOD1-3",,,,,no_dominant_pfam,,REVIEW: no Pfam >=60% (structural/DPAM),subset_ambiguous,Q_above_GA,PF24959 score=37.5 GA=27.4 dE=3.0e-09,APPLY,APPLY: composite Pfam-justified (extra Pfam above GA)
1713369,e4zlhB1,109.4.1,109.4.1.210,TPR_19,109.4.1.1555,"TPR_7, TPR_19",,,,,no_dominant_pfam,,REVIEW: no Pfam >=60% (structural/DPAM),apply_commons,,,APPLY,APPLY: composite Pfam-confirmed (architecture==target)
1563569,e5aioA1,109.4.1,109.4.1.118,"STAG,SCD,SCC3_C",109.4.1.1264,"TPR_8, TPR_16",,,,,no_dominant_pfam,,REVIEW: no Pfam >=60% (structural/DPAM),apply_commons,,,APPLY,APPLY: composite Pfam-confirmed (architecture==target)
1828347,e5ctqA1,109.4.1,109.4.1.83,Suf,109.4.1.1303,"HAT_PRP39_N, HAT_PRP39_C",,,,,no_dominant_pfam,,REVIEW: no Pfam >=60% (structural/DPAM),apply_commons,,,APPLY,APPLY: composite Pfam-confirmed (architecture==target)
1820986,e5dfzB2,109.4.1,109.4.1.298,VPS15-like_hel,109.4.1.1594,"PPP2R1A-like_HEAT, VPS15-like_hel",,,,,no_dominant_pfam,,REVIEW: no Pfam >=60% (structural/DPAM),subset_ambiguous,Q_above_GA,PF22646 score=46.9 GA=27.0 dE=4.7e-12,APPLY,APPLY: composite Pfam-justified (extra Pfam above GA)
1718749,e5dseC1,109.4.1,109.4.1.99,"TPR_2,TTC7_N",109.4.1.1798,"ANAPC3, TPR_8, TPR_12, TPR_16, TTC7_N",,,,,no_dominant_pfam,,REVIEW: no Pfam >=60% (structural/DPAM),apply_commons,,,APPLY,APPLY: composite Pfam-confirmed (architecture==target)
1723271,e5ekeC1,7516.1.1,7516.1.1.2,Glycos_transf_2,7516.1.1.106,"Glycos_transf_2, PF30648",,,,,no_dominant_pfam,,REVIEW: no Pfam >=60% (structural/DPAM),apply_commons,,,APPLY,APPLY: composite Pfam-confirmed (architecture==target)
1736252,e5ganJ1,109.4.1,,,109.4.1.1573,PF29376,,,,,no_dominant_pfam,,REVIEW: no Pfam >=60% (structural/DPAM),apply_commons,,,APPLY,APPLY: composite Pfam-confirmed (architecture==target)
2075105,e5h28A1,109.3.1,,,109.3.1.170,"Ank, Ank_4",,,,,no_dominant_pfam,,REVIEW: no Pfam >=60% (structural/DPAM),apply_commons,,,APPLY,APPLY: composite Pfam-confirmed (architecture==target)
1954217,e5hl3A2,207.1.1,207.1.1.20,LRR_4,207.1.1.144,"LRR_1, LRR_4",,,,,no_dominant_pfam,,REVIEW: no Pfam >=60% (structural/DPAM),subset_ambiguous,Q_above_GA,PF00560 score=10.4 GA=9.3 dE=1.1e+00,APPLY,APPLY: composite Pfam-justified (extra Pfam above GA)
1779594,e5hx2A2,1047.1.1,,,1047.1.1.1,PF31235,,,,,no_dominant_pfam,,REVIEW: no Pfam >=60% (structural/DPAM),apply_commons,,,APPLY,APPLY: composite Pfam-confirmed (architecture==target)
1824186,e5igoC1,5.1.4,5.1.4.1,WD40,5.1.4.254,"WD40, Beta-prop_NOL10_N",,,,,no_dominant_pfam,,REVIEW: no Pfam >=60% (structural/DPAM),apply_commons,,,APPLY,APPLY: composite Pfam-confirmed (architecture==target)
1830979,e5jpzB1,109.4.1,109.4.1.83,Suf,109.4.1.1303,"HAT_PRP39_N, HAT_PRP39_C",,,,,no_dominant_pfam,,REVIEW: no Pfam >=60% (structural/DPAM),apply_commons,,,APPLY,APPLY: composite Pfam-confirmed (architecture==target)
1891442,e5t8vA1,109.4.1,109.4.1.183,"Nipped-B_C,PDS5",109.4.1.1739,"Cohesin_HEAT, Nipped-B_C, PDS5",,,,,no_dominant_pfam,,REVIEW: no Pfam >=60% (structural/DPAM),subset_ambiguous,Q_above_GA,PF12765 score=25.7 GA=8.9 dE=1.9e-05,APPLY,APPLY: composite Pfam-justified (extra Pfam above GA)
2323934,e5teeA1,5.1.4,5.1.4.6,"WD40,ANAPC4_WD40",5.1.4.620,Beta-prop_RIG_1st,,,,,no_dominant_pfam,,REVIEW: no Pfam >=60% (structural/DPAM),apply_commons,,,APPLY,APPLY: composite Pfam-confirmed (architecture==target)
2084854,e5w1fD1,108.1.1,108.1.1.8,S_100,108.1.1.102,"S_100, EF-hand_7",,,,,no_dominant_pfam,,REVIEW: no Pfam >=60% (structural/DPAM),apply_commons,,,APPLY,APPLY: composite Pfam-confirmed (architecture==target)
2057238,e5x3xA1,2004.1.1,2004.1.1.5,ABC_tran,2004.1.1.417,"ABC_tran, AAA_21",,,,,no_dominant_pfam,,REVIEW: no Pfam >=60% (structural/DPAM),subset_ambiguous,Q_above_GA,PF13304 score=31.5 GA=27.0 dE=2.8e-07,APPLY,APPLY: composite Pfam-justified (extra Pfam above GA)
2526320,e6iczZ1,396.3.1,396.3.1.2,Slu7,396.3.1.7,PF30379,,,,,no_dominant_pfam,,REVIEW: no Pfam >=60% (structural/DPAM),apply_commons,,,APPLY,APPLY: composite Pfam-confirmed (architecture==target)
2240,e1a12A1,5.1.4,5.1.4.7,RCC1,5.1.4.255,"RCC1, RCC1_2, WD40_RLD",PF25390,WD40_RLD,94.3,364.4,supports_commons,4_strands_old,APPLY + reseed/deprecate old group (see reseed_suggestions),,,,APPLY,APPLY + reseed/deprecate old group (see reseed_suggestions)
7423,e1am7A1,235.1.1,,,235.1.1.33,PF31186,PF31186,Endolysin,94.2,230.9,supports_commons,1_fill_in,APPLY (batch1): reassign f_id -> commons_f,,,,APPLY,APPLY (batch1): reassign f_id -> commons_f
215,e1arbA1,1.1.17,1.1.17.1,Trypsin,1.1.17.9,PF30586,PF30586,LYSC_C,86.7,217.2,supports_commons,3_old_survives,APPLY (batch1): reassign f_id -> commons_f,,,,APPLY,APPLY (batch1): reassign f_id -> commons_f
118926,e1auiB1,108.1.1,108.1.1.1,EF-hand_1,108.1.1.98,"EF-hand_1, EF-hand_5, EF-hand_7",PF13499,EF-hand_7,75.3,46.4,supports_commons,3_old_survives,APPLY (batch1): reassign f_id -> commons_f,,,,APPLY,APPLY (batch1): reassign f_id -> commons_f
10811,e1c4xA1,7579.1.1,7579.1.1.6,Abhydrolase_1,7579.1.1.92,"Abhydrolase_1, Abhydrolase_6",PF12697,Abhydrolase_6,86.8,76.4,supports_commons,3_old_survives,APPLY (batch1): reassign f_id -> commons_f,,,,APPLY,APPLY (batch1): reassign f_id -> commons_f
3155,e1c7vA1,108.1.1,108.1.1.1,EF-hand_1,108.1.1.97,"EF-hand_1, EF-hand_7",PF13499,EF-hand_7,97.1,59.7,supports_commons,3_old_survives,APPLY (batch1): reassign f_id -> commons_f,,,,APPLY,APPLY (batch1): reassign f_id -> commons_f
1070,e1dypA1,10.1.1,10.1.1.11,Glyco_hydro_16,10.1.1.74,PF30275,PF30275,GH16_PorA-D,95.2,83.8,supports_commons,3_old_survives,APPLY (batch1): reassign f_id -> commons_f,,,,APPLY,APPLY (batch1): reassign f_id -> commons_f
5723,e1ecsA1,211.1.1,,,211.1.1.41,PF31120,PF31120,DUF8817,98.1,59.3,supports_commons,1_fill_in,APPLY (batch1): reassign f_id -> commons_f,,,,APPLY,APPLY (batch1): reassign f_id -> commons_f
118942,e1exrA1,108.1.1,108.1.1.1,EF-hand_1,108.1.1.97,"EF-hand_1, EF-hand_7",PF13499,EF-hand_7,83.3,63.2,supports_commons,3_old_survives,APPLY (batch1): reassign f_id -> commons_f,,,,APPLY,APPLY (batch1): reassign f_id -> commons_f
7424,e1gbsA1,235.1.1,235.1.1.9,SLT,235.1.1.31,PF31087,PF31087,LysG,97.3,308.3,supports_commons,3_old_survives,APPLY (batch1): reassign f_id -> commons_f,,,,APPLY,APPLY (batch1): reassign f_id -> commons_f
5472,e1h98A1,205.1.1,205.1.1.1,Fer4,205.1.1.80,"Fer4, Fer4_7, Fer4_9",PF13187,Fer4_9,66.2,27.0,supports_commons,3_old_survives,APPLY (batch1): reassign f_id -> commons_f,,,,APPLY,APPLY (batch1): reassign f_id -> commons_f
5479,e1hfeL2,205.1.1,205.1.1.1,Fer4,205.1.1.41,"Fer4, Fer4_10",PF13237,Fer4_10,60.0,32.8,supports_commons,3_old_survives,APPLY (batch1): reassign f_id -> commons_f,,,,APPLY,APPLY (batch1): reassign f_id -> commons_f
1184,e1hx6A2,10.2.1,10.2.1.45,Phage_Capsid_P3,10.2.1.87,P3_C,PF25514,P3_C,92.9,264.6,supports_commons,3_old_survives,APPLY (batch1): reassign f_id -> commons_f,,,,APPLY,APPLY (batch1): reassign f_id -> commons_f
118966,e1jfjA2,108.1.1,108.1.1.1,EF-hand_1,108.1.1.98,"EF-hand_1, EF-hand_5, EF-hand_7",PF13499,EF-hand_7,89.7,43.2,supports_commons,3_old_survives,APPLY (batch1): reassign f_id -> commons_f,,,,APPLY,APPLY (batch1): reassign f_id -> commons_f
10833,e1jfrA1,7579.1.1,,,7579.1.1.98,"PAF-AH_p_II, PETase",PF12740,PETase,98.8,401.4,supports_commons,1_fill_in,APPLY (batch1): reassign f_id -> commons_f,,,,APPLY,APPLY (batch1): reassign f_id -> commons_f
2235,e1k32A3,5.1.4,5.1.4.29,PD40,5.1.4.279,PF26550,PF26550,Tricorn_2nd,93.6,327.1,supports_commons,4_strands_old,APPLY + reseed/deprecate old group (see reseed_suggestions),,,,APPLY,APPLY + reseed/deprecate old group (see reseed_suggestions)
8462,e1k36A1,389.1.1,389.1.1.1,EGF,389.1.1.101,PF29256,PF29256,EGF_Epiregulin,89.1,90.1,supports_commons,3_old_survives,APPLY (batch1): reassign f_id -> commons_f,,,,APPLY,APPLY (batch1): reassign f_id -> commons_f
3139,e1k8uA1,108.1.1,108.1.1.8,S_100,108.1.1.102,"S_100, EF-hand_7",PF13499,EF-hand_7,62.9,32.5,supports_commons,3_old_survives,APPLY (batch1): reassign f_id -> commons_f,,,,APPLY,APPLY (batch1): reassign f_id -> commons_f
9346,e1l3iA1,2003.1.5,2003.1.5.82,Methyltransf_31,2003.1.5.179,PF30636,PF30636,Methyltransf_37,90.9,69.6,supports_commons,3_old_survives,APPLY (batch1): reassign f_id -> commons_f,,,,APPLY,APPLY (batch1): reassign f_id -> commons_f
2750,e1ldjA2,101.1.2,101.1.2.13,Cullin,101.1.2.493,PF26557,PF26557,Cullin_AB,81.9,120.6,supports_commons,4_strands_old,APPLY + reseed/deprecate old group (see reseed_suggestions),,,,APPLY,APPLY + reseed/deprecate old group (see reseed_suggestions)
2373,e1lshA1,5087.2.1,5087.2.1.1,Vitellogenin_N,5087.2.1.2,PF29934,PF29934,Vitellogenin_N,92.9,252.6,supports_commons,2_old_deprecated,APPLY (batch1): reassign f_id -> commons_f,,,,APPLY,APPLY (batch1): reassign f_id -> commons_f
8461,e1moxC1,389.1.1,,,389.1.1.99,PF30999,PF30999,EGF_TGFA-like,91.8,109.3,supports_commons,1_fill_in,APPLY (batch1): reassign f_id -> commons_f,,,,APPLY,APPLY (batch1): reassign f_id -> commons_f
118995,e1nyaA2,108.1.1,108.1.1.1,EF-hand_1,108.1.1.98,"EF-hand_1, EF-hand_5, EF-hand_7",PF13499,EF-hand_7,70.6,34.3,supports_commons,3_old_survives,APPLY (batch1): reassign f_id -> commons_f,,,,APPLY,APPLY (batch1): reassign f_id -> commons_f
1072,e1o4yA1,10.1.1,10.1.1.11,Glyco_hydro_16,10.1.1.74,PF30275,PF30275,GH16_PorA-D,92.2,156.2,supports_commons,3_old_survives,APPLY (batch1): reassign f_id -> commons_f,,,,APPLY,APPLY (batch1): reassign f_id -> commons_f
8441,e1ozzA1,387.1.5,,,387.1.5.28,PF31121,PF31121,DEF1,97.7,100.1,supports_commons,1_fill_in,APPLY (batch1): reassign f_id -> commons_f,,,,APPLY,APPLY (batch1): reassign f_id -> commons_f
9291,e1ps9A3,2003.1.3,2003.1.3.5,NAD_binding_8,2003.1.3.15,"Pyr_redox_2, NAD_binding_8",PF07992,Pyr_redox_2,67.0,89.7,supports_commons,3_old_survives,APPLY (batch1): reassign f_id -> commons_f,,,,APPLY,APPLY (batch1): reassign f_id -> commons_f
185943,e1qexA3,3386.1.1,3386.1.1.1,T4_gp9_10,3386.1.1.4,T4_gp9_10_C,PF23618,T4_gp9_10_C,86.7,143.9,supports_commons,4_strands_old,APPLY + reseed/deprecate old group (see reseed_suggestions),,,,APPLY,APPLY + reseed/deprecate old group (see reseed_suggestions)
119019,e1qv0A1,108.1.1,108.1.1.1,EF-hand_1,108.1.1.97,"EF-hand_1, EF-hand_7",PF13499,EF-hand_7,71.6,33.4,supports_commons,3_old_survives,APPLY (batch1): reassign f_id -> commons_f,,,,APPLY,APPLY (batch1): reassign f_id -> commons_f
3138,e1qx2A1,108.1.1,108.1.1.1,EF-hand_1,108.1.1.97,"EF-hand_1, EF-hand_7",PF13499,EF-hand_7,90.8,36.2,supports_commons,3_old_survives,APPLY (batch1): reassign f_id -> commons_f,,,,APPLY,APPLY (batch1): reassign f_id -> commons_f
119034,e1s6iA1,108.1.1,108.1.1.1,EF-hand_1,108.1.1.97,"EF-hand_1, EF-hand_7",PF13499,EF-hand_7,79.7,50.2,supports_commons,3_old_survives,APPLY (batch1): reassign f_id -> commons_f,,,,APPLY,APPLY (batch1): reassign f_id -> commons_f
119035,e1s6iA2,108.1.1,108.1.1.1,EF-hand_1,108.1.1.96,"EF-hand_1, EF-hand_6, EF-hand_7",PF13499,EF-hand_7,61.2,54.3,supports_commons,3_old_survives,APPLY (batch1): reassign f_id -> commons_f,,,,APPLY,APPLY (batch1): reassign f_id -> commons_f
177,e1t62A1,1.1.9,1.1.9.9,ASCH,1.1.9.35,PF30643,PF30643,ASCH_2,76.5,163.7,supports_commons,3_old_survives,APPLY (batch1): reassign f_id -> commons_f,,,,APPLY,APPLY (batch1): reassign f_id -> commons_f
2206,e1tbgA1,5.1.4,5.1.4.1,WD40,5.1.4.253,"WD40, WD40_Gbeta",PF25391,WD40_Gbeta,100.0,782.8,supports_commons,3_old_survives,APPLY (batch1): reassign f_id -> commons_f,,,,APPLY,APPLY (batch1): reassign f_id -> commons_f
3174,e1tizA1,108.1.1,108.1.1.1,EF-hand_1,108.1.1.97,"EF-hand_1, EF-hand_7",PF13499,EF-hand_7,95.5,46.9,supports_commons,3_old_survives,APPLY (batch1): reassign f_id -> commons_f,,,,APPLY,APPLY (batch1): reassign f_id -> commons_f
5091,e1welA1,304.9.1,304.9.1.1,RRM_1,304.9.1.77,PF28441,PF28441,RRM_11,78.6,57.5,supports_commons,3_old_survives,APPLY (batch1): reassign f_id -> commons_f,,,,APPLY,APPLY (batch1): reassign f_id -> commons_f
8128,e1wepA1,376.1.3,376.1.3.1,PHD,376.1.3.56,PF30811,PF30811,PHD_UBR7-like,77.2,36.5,supports_commons,3_old_survives,APPLY (batch1): reassign f_id -> commons_f,,,,APPLY,APPLY (batch1): reassign f_id -> commons_f
5049,e1wg5A1,304.9.1,304.9.1.1,RRM_1,304.9.1.77,PF28441,PF28441,RRM_11,81.7,92.1,supports_commons,3_old_survives,APPLY (batch1): reassign f_id -> commons_f,,,,APPLY,APPLY (batch1): reassign f_id -> commons_f
3085,e1wj7A1,103.1.1,103.1.1.14,UBA_4,103.1.1.84,PF28540,PF28540,UBA_UBAP2,60.4,125.2,supports_commons,3_old_survives,APPLY (batch1): reassign f_id -> commons_f,,,,APPLY,APPLY (batch1): reassign f_id -> commons_f
9395,e1wznA1,2003.1.5,2003.1.5.81,Methyltransf_25,2003.1.5.151,"Methyltransf_23, Methyltransf_25",PF13489,Methyltransf_23,82.5,41.8,supports_commons,3_old_survives,APPLY (batch1): reassign f_id -> commons_f,,,,APPLY,APPLY (batch1): reassign f_id -> commons_f
7608,e1x0hA1,4075.1.1,,,4075.1.1.2,PF29130,PF29130,IQGAP_C,96.0,44.1,supports_commons,1_fill_in,APPLY (batch1): reassign f_id -> commons_f,,,,APPLY,APPLY (batch1): reassign f_id -> commons_f
8463,e1xdtR1,389.1.1,389.1.1.1,EGF,389.1.1.99,PF30999,PF30999,EGF_TGFA-like,97.6,39.2,supports_commons,3_old_survives,APPLY (batch1): reassign f_id -> commons_f,,,,APPLY,APPLY (batch1): reassign f_id -> commons_f
9388,e1xxlA1,2003.1.5,2003.1.5.66,Methyltransf_11,2003.1.5.154,"Methyltransf_29, Methyltransf_11",PF03141,Methyltransf_29,89.7,24.7,supports_commons,3_old_survives,APPLY (batch1): reassign f_id -> commons_f,,,,APPLY,APPLY (batch1): reassign f_id -> commons_f
119101,e1y1xA1,108.1.1,108.1.1.3,"EF-hand_1,EF-hand_6",108.1.1.98,"EF-hand_1, EF-hand_5, EF-hand_7",PF13499,EF-hand_7,75.0,44.3,supports_commons,4_strands_old,APPLY + reseed/deprecate old group (see reseed_suggestions),,,,APPLY,APPLY + reseed/deprecate old group (see reseed_suggestions)
9393,e1y8cA1,2003.1.5,2003.1.5.81,Methyltransf_25,2003.1.5.151,"Methyltransf_23, Methyltransf_25",PF13489,Methyltransf_23,80.1,37.1,supports_commons,3_old_survives,APPLY (batch1): reassign f_id -> commons_f,,,,APPLY,APPLY (batch1): reassign f_id -> commons_f
1141837,e1yleA2,1.13.1,1.13.1.1,AstA,1.13.1.2,PF29831,PF29831,AstA_C,94.1,57.9,supports_commons,2_old_deprecated,APPLY (batch1): reassign f_id -> commons_f,,,,APPLY,APPLY (batch1): reassign f_id -> commons_f
9727,e1z3iX1,2004.1.1,2004.1.1.24,"SNF2-rel_dom,Helicase_C",2004.1.1.428,"SNF2-rel_dom, Helicase_C, HDA2-3",PF11496,HDA2-3,70.5,31.6,supports_commons,3_old_survives,APPLY (batch1): reassign f_id -> commons_f,,,,APPLY,APPLY (batch1): reassign f_id -> commons_f
7186,e2astB2,207.1.1,,,207.1.1.162,PF29594,PF29594,LRR_SKP2,94.4,415.8,supports_commons,1_fill_in,APPLY (batch1): reassign f_id -> commons_f,,,,APPLY,APPLY (batch1): reassign f_id -> commons_f
