domain_id,source_id,length,range,source_type,f_group_id,f_name,estimated_fingers,is_discontinuous
nD1,A0A0K0EQX0_F1,90,111-200,computed structural model,386.1.1.1,zf-C2H2,3.2,False
nD3,A0A5K4EUY5_F1,90,"531-570,676-725",computed structural model,,,3.2,True
nD1,P32338_F1,90,146-235,computed structural model,,,3.2,False
nD4,Q9D2D7_F1,90,761-850,computed structural model,386.1.1.1,zf-C2H2,3.2,False
nD1,A0A0G2K0P0_F1,90,376-465,computed structural model,386.1.1.18,zf-C2H2_jaz,3.2,False
nD1,A0A077Z2M9_F1,90,1-90,computed structural model,386.1.1.53,ZNF512_C2HC,3.2,False
nD1,Q5W6G3_F1,90,"11-60,81-120",computed structural model,386.1.1.13,"Sgf11,Sgf11_N",3.2,True
nD10,Q29R10_F1,90,616-705,computed structural model,386.1.1.1,zf-C2H2,3.2,False
nD1,A0A1D6LLJ8_F1,90,126-215,computed structural model,386.1.1.1,zf-C2H2,3.2,False
nD1,A0A044U5V1_F1,90,6-95,computed structural model,386.1.1.50,Nairovirus_Gn,3.2,False
nD3,U7PYE6_F1,90,511-600,computed structural model,386.1.1.50,Nairovirus_Gn,3.2,False
nD4,Q17768_F1,90,246-335,computed structural model,386.1.1.50,Nairovirus_Gn,3.2,False
nD1,H2KYB3_F1,90,91-180,computed structural model,386.1.1.50,Nairovirus_Gn,3.2,False
nD1,A0A0K0E2L5_F1,90,1-90,computed structural model,386.1.1.1,zf-C2H2,3.2,False
nD1,A2AWT3_F1,90,16-105,computed structural model,386.1.1.13,"Sgf11,Sgf11_N",3.2,False
nD1,Q15072_F1,90,6-95,computed structural model,386.1.1.50,Nairovirus_Gn,3.2,False
nD3,A0A5K4F5L2_F1,90,621-710,computed structural model,386.1.1.50,Nairovirus_Gn,3.2,False
nD3,A0A0N4STU4_F1,90,131-220,computed structural model,386.1.1.1,zf-C2H2,3.2,False
nD2,H2KZ30_F1,90,126-215,computed structural model,386.1.1.1,zf-C2H2,3.2,False
nD2,A0A5S6PCQ9_F1,90,171-260,computed structural model,386.1.1.1,zf-C2H2,3.2,False
nD1,A0A044QQ42_F1,90,21-110,computed structural model,386.1.1.50,Nairovirus_Gn,3.2,False
e4zuxW1,4zux,90,W:6-95,experimental structure,386.1.1.13,"Sgf11,Sgf11_N",3.2,False
nD1,Q553S1_F1,90,21-110,computed structural model,386.1.1.18,zf-C2H2_jaz,3.2,False
nD4,A0A5K4F9S8_F1,90,421-510,computed structural model,386.1.1.50,Nairovirus_Gn,3.2,False
nD3,U7PZH8_F1,90,"311-320,441-520",computed structural model,386.1.1.6,ARS2,3.2,True
nD2,O02273_F1,90,61-150,computed structural model,386.1.1.50,Nairovirus_Gn,3.2,False
nD1,A1L209_F1,90,16-105,computed structural model,386.1.1.13,"Sgf11,Sgf11_N",3.2,False
nD4,Q499Z4_F1,90,96-185,computed structural model,386.1.1.1,zf-C2H2,3.2,False
nD4,Q9UTL5_F1,90,"51-80,141-200",computed structural model,386.1.1.50,Nairovirus_Gn,3.2,True
nD15,A0A0G2JVG6_F1,90,516-605,computed structural model,386.1.1.25,zf-H2C2_5,3.2,False
nD3,Q15697_F1,90,316-405,computed structural model,386.1.1.50,Nairovirus_Gn,3.2,False
nD2,P08151_F1,90,236-325,computed structural model,386.1.1.50,Nairovirus_Gn,3.2,False
nD2,A0A1C1CK61_F1,90,281-370,computed structural model,386.1.1.50,Nairovirus_Gn,3.2,False
nD4,A0A0R4IZJ3_F1,90,186-275,computed structural model,386.1.1.1,zf-C2H2,3.2,False
nD1,Q5ANC8_F1,90,66-155,computed structural model,386.1.1.1,zf-C2H2,3.2,False
nD2,C1HAV0_F1,90,136-225,computed structural model,386.1.1.50,Nairovirus_Gn,3.2,False
nD1,A0A3P7E6K2_F1,90,1-90,computed structural model,386.1.1.1,zf-C2H2,3.2,False
nD1,A0A1P6BQY4_F1,90,61-150,computed structural model,386.1.1.13,"Sgf11,Sgf11_N",3.2,False
nD3,A0A0H2UJM6_F1,90,116-205,computed structural model,386.1.1.1,zf-C2H2,3.2,False
nD7,U7Q0W4_F1,90,581-670,computed structural model,386.1.1.50,Nairovirus_Gn,3.2,False
nD1,A0A5S6PPJ6_F1,90,6-95,computed structural model,386.1.1.16,Hat1_N,3.2,False
nD7,Q96I27_F1,90,206-295,computed structural model,386.1.1.1,zf-C2H2,3.2,False
nD1,Q14CW9_F1,90,16-105,computed structural model,386.1.1.12,Sgf11,3.2,False
nD8,A0A3P7FD98_F1,90,366-455,computed structural model,,,3.2,False
nD1,A0A1D6IYW3_F1,90,26-115,computed structural model,386.1.1.50,Nairovirus_Gn,3.2,False
nD15,F1LYK4_F1,90,441-530,computed structural model,386.1.1.1,zf-C2H2,3.2,False
nD1,F1M9H1_F1,89,482-570,computed structural model,386.1.1.50,Nairovirus_Gn,3.2,False
nD2,A0A3P7FMR0_F1,89,171-259,computed structural model,386.1.1.1,zf-C2H2,3.2,False
nD12,P17019_F1,89,411-499,computed structural model,386.1.1.1,zf-C2H2,3.2,False
nD2,A0A0D2GSJ0_F1,89,76-164,computed structural model,386.1.1.1,zf-C2H2,3.2,False
nD9,H0WEF9_F1,89,261-349,computed structural model,386.1.1.1,zf-C2H2,3.2,False
e4zuxb1,4zux,89,b:7-95,experimental structure,386.1.1.13,"Sgf11,Sgf11_N",3.2,False
nD1,A0A044RLR6_F1,89,17-105,computed structural model,386.1.1.13,"Sgf11,Sgf11_N",3.2,False
e7n5tA1,7n5t,89,A:39-127,experimental structure,386.1.1.1,zf-C2H2,3.2,False
nD5,F6T2D2_F1,89,241-329,computed structural model,386.1.1.50,Nairovirus_Gn,3.2,False
e3m99B1,3m99,89,B:7-95,experimental structure,386.1.1.13,"Sgf11,Sgf11_N",3.2,False
e7n5sA1,7n5s,89,A:39-127,experimental structure,386.1.1.1,zf-C2H2,3.2,False
e4zuxY1,4zux,88,Y:11-98,experimental structure,386.1.1.46,zf_C2H2_13,3.1,False
e4fjcD1,4fjc,88,D:1-88,experimental structure,386.1.1.46,zf_C2H2_13,3.1,False
nD3,A0A5S6PPG8_F1,88,668-755,computed structural model,386.1.1.1,zf-C2H2,3.1,False
e7eyiG1,7eyi,88,G:26-113,experimental structure,386.1.1.1,zf-C2H2,3.1,False
e4fk5E1,4fk5,88,E:1-88,experimental structure,386.1.1.46,zf_C2H2_13,3.1,False
nD1,A0A0J9Y1Q1_F1,88,13-100,computed structural model,386.1.1.1,zf-C2H2,3.1,False
nD1,A0A1D6Q9L6_F1,88,23-110,computed structural model,386.1.1.50,Nairovirus_Gn,3.1,False
e6t9lN1,6t9l,88,N:11-98,experimental structure,386.1.1.46,zf_C2H2_13,3.1,False
nD1,A0A1D6Q518_F1,88,"91-153,176-200",computed structural model,386.1.1.20,zf-met,3.1,True
e6aqrC1,6aqr,88,C:7-94,experimental structure,386.1.1.13,"Sgf11,Sgf11_N",3.1,False
nD2,A0A077Z398_F1,88,66-153,computed structural model,386.1.1.1,zf-C2H2,3.1,False
e7eyiH1,7eyi,88,H:26-113,experimental structure,386.1.1.1,zf-C2H2,3.1,False
e2jspA1,2jsp,87,A:1-87,experimental structure,386.1.1.8,ROS_MUCR,3.1,False
e4fjcH2,4fjc,87,H:9-95,experimental structure,386.1.1.46,zf_C2H2_13,3.1,False
nD6,C1H265_F1,85,"641-670,756-810",computed structural model,386.1.1.1,zf-C2H2,3.0,True
nD1,Q23458_F1,85,6-90,computed structural model,386.1.1.1,zf-C2H2,3.0,False
nD1,A0A044TC32_F1,85,491-575,computed structural model,386.1.1.50,Nairovirus_Gn,3.0,False
nD2,Q8IYX0_F1,85,151-235,computed structural model,386.1.1.50,Nairovirus_Gn,3.0,False
nD1,Q3SY56_F1,85,226-310,computed structural model,386.1.1.50,Nairovirus_Gn,3.0,False
nD2,Q9VM37_F1,85,241-325,computed structural model,386.1.1.50,Nairovirus_Gn,3.0,False
nD15,G3UVV3_F1,85,1501-1585,computed structural model,386.1.1.1,zf-C2H2,3.0,False
nD5,Q9VGQ5_F1,85,281-365,computed structural model,386.1.1.1,zf-C2H2,3.0,False
nD3,Q99K45_F1,85,151-235,computed structural model,386.1.1.1,zf-C2H2,3.0,False
nD4,A0A5S6PPC4_F1,85,206-290,computed structural model,386.1.1.1,zf-C2H2,3.0,False
nD6,A0A0H5S2U9_F1,85,316-400,computed structural model,386.1.1.1,zf-C2H2,3.0,False
nD23,Q96K83_F1,85,1226-1310,computed structural model,386.1.1.1,zf-C2H2,3.0,False
nD3,P68907_F1,85,111-195,computed structural model,386.1.1.3,zf-TRAF,3.0,False
nD1,J9EXN2_F1,85,31-115,computed structural model,386.1.1.50,Nairovirus_Gn,3.0,False
nD6,P70191_F1,85,216-300,computed structural model,386.1.1.29,zf-TRAF_2,3.0,False
nD2,U7PS28_F1,85,111-195,computed structural model,386.1.1.1,zf-C2H2,3.0,False
nD5,Q23521_F1,85,316-400,computed structural model,386.1.1.1,zf-C2H2,3.0,False
nD5,F1QS81_F1,85,186-270,computed structural model,386.1.1.50,Nairovirus_Gn,3.0,False
nD1,B9G884_F1,85,131-215,computed structural model,386.1.1.50,Nairovirus_Gn,3.0,False
nD8,Q5S3S9_F1,85,571-655,computed structural model,386.1.1.50,Nairovirus_Gn,3.0,False
nD1,A0A3P7FHU2_F1,85,126-210,computed structural model,386.1.1.1,zf-C2H2,3.0,False
nD2,A0A175VT95_F1,85,116-200,computed structural model,386.1.1.1,zf-C2H2,3.0,False
nD1,A0A044TJZ6_F1,85,11-95,computed structural model,386.1.1.18,zf-C2H2_jaz,3.0,False
nD1,C1H2Q4_F1,85,6-90,computed structural model,386.1.1.18,zf-C2H2_jaz,3.0,False
nD1,A0A5K4F1T6_F1,85,911-995,computed structural model,386.1.1.50,Nairovirus_Gn,3.0,False
nD4,A0A3P7PQN0_F1,85,216-300,computed structural model,386.1.1.1,zf-C2H2,3.0,False
nD5,F1R6S7_F1,85,191-275,computed structural model,386.1.1.25,zf-H2C2_5,3.0,False
nD1,A4D1E1_F1,85,41-125,computed structural model,386.1.1.9,zf-U1,3.0,False
nD3,X1WC64_F1,85,376-460,computed structural model,386.1.1.1,zf-C2H2,3.0,False
nD4,Q8BZ17_F1,85,156-240,computed structural model,386.1.1.50,Nairovirus_Gn,3.0,False
nD11,A0A1B0GR71_F1,85,546-630,computed structural model,386.1.1.25,zf-H2C2_5,3.0,False
nD2,A0A5S6PPG8_F1,85,416-500,computed structural model,386.1.1.1,zf-C2H2,3.0,False
nD2,Q6NUN9_F1,85,391-475,computed structural model,386.1.1.5,C1_2,3.0,False
nD1,A0A1D6JF93_F1,85,26-110,computed structural model,386.1.1.50,Nairovirus_Gn,3.0,False
nD7,E9QAH2_F1,85,386-470,computed structural model,386.1.1.50,Nairovirus_Gn,3.0,False
nD2,A0A3P7DYR7_F1,85,176-260,computed structural model,386.1.1.1,zf-C2H2,3.0,False
nD5,K7KA70_F1,85,486-570,computed structural model,386.1.1.1,zf-C2H2,3.0,False
nD10,B8A455_F1,85,661-745,computed structural model,386.1.1.1,zf-C2H2,3.0,False
nD6,E9QGT1_F1,85,381-465,computed structural model,386.1.1.1,zf-C2H2,3.0,False
nD1,D3ZLX4_F1,85,"106-145,201-245",computed structural model,386.1.1.6,ARS2,3.0,True
nD14,Q9BY31_F1,85,"611-660,736-770",computed structural model,386.1.1.50,Nairovirus_Gn,3.0,True
nD3,A0A5K4EC78_F1,85,851-935,computed structural model,386.1.1.50,Nairovirus_Gn,3.0,False
nD23,O08961_F1,85,1226-1310,computed structural model,386.1.1.18,zf-C2H2_jaz,3.0,False
nD1,A0A0R0GKG8_F1,85,1-85,computed structural model,386.1.1.4,zf-BED,3.0,False
nD1,C0NFW0_F1,85,106-190,computed structural model,386.1.1.1,zf-C2H2,3.0,False
nD6,Q9VJN5_F1,85,381-465,computed structural model,386.1.1.1,zf-C2H2,3.0,False
nD1,Q23521_F1,85,71-155,computed structural model,386.1.1.1,zf-C2H2,3.0,False
nD2,U7PJW0_F1,85,466-550,computed structural model,386.1.1.1,zf-C2H2,3.0,False
nD3,Q92610_F1,85,711-795,computed structural model,386.1.1.1,zf-C2H2,3.0,False
nD8,A0A044V152_F1,85,1091-1175,computed structural model,386.1.1.1,zf-C2H2,3.0,False
nD1,A0A175VYM1_F1,85,186-270,computed structural model,386.1.1.1,zf-C2H2,3.0,False
nD1,A0A0R4IFI4_F1,85,71-155,computed structural model,386.1.1.1,zf-C2H2,3.0,False
nD1,A0A0K0EQP7_F1,85,136-220,computed structural model,386.1.1.1,zf-C2H2,3.0,False
nD2,A0A0K0EQX1_F1,85,306-390,computed structural model,386.1.1.1,zf-C2H2,3.0,False
nD1,A0A3Q0KBY2_F1,85,1-85,computed structural model,386.1.1.20,zf-met,3.0,False
nD2,Q9SGD1_F1,85,251-335,computed structural model,386.1.1.50,Nairovirus_Gn,3.0,False
nD1,Q22696_F1,85,206-290,computed structural model,386.1.1.50,Nairovirus_Gn,3.0,False
nD1,A0A0R0JQV8_F1,85,16-100,computed structural model,386.1.1.1,zf-C2H2,3.0,False
nD16,Q9UII5_F1,85,576-660,computed structural model,386.1.1.50,Nairovirus_Gn,3.0,False
nD2,Q6XP49_F1,85,381-465,computed structural model,386.1.1.50,Nairovirus_Gn,3.0,False
nD4,Q27355_F1,85,351-435,computed structural model,386.1.1.1,zf-C2H2,3.0,False
nD3,Q5SNS6_F1,85,521-605,computed structural model,386.1.1.50,Nairovirus_Gn,3.0,False
nD1,A0A077Z0J4_F1,85,21-105,computed structural model,386.1.1.1,zf-C2H2,3.0,False
nD1,A0A1D6JY51_F1,85,246-330,computed structural model,386.1.1.4,zf-BED,3.0,False
nD3,A0A0N4UE06_F1,85,201-285,computed structural model,386.1.1.1,zf-C2H2,3.0,False
nD3,A0A5S6PRG8_F1,85,411-495,computed structural model,386.1.1.50,Nairovirus_Gn,3.0,False
nD6,Q86V71_F1,85,396-480,computed structural model,386.1.1.50,Nairovirus_Gn,3.0,False
nD2,A0A5S6PE45_F1,85,236-320,computed structural model,386.1.1.1,zf-C2H2,3.0,False
nD5,A0A5K4F261_F1,85,756-840,computed structural model,386.1.1.18,zf-C2H2_jaz,3.0,False
nD2,A0A044THE8_F1,85,36-120,computed structural model,386.1.1.1,zf-C2H2,3.0,False
nD1,Q5SNL8_F1,85,11-95,computed structural model,386.1.1.10,MAT1,3.0,False
nD2,A0A0K0EJ52_F1,85,"186-240,276-305",computed structural model,386.1.1.50,Nairovirus_Gn,3.0,True
nD14,A0A0G2L0M4_F1,85,461-545,computed structural model,386.1.1.1,zf-C2H2,3.0,False
nD3,A0A0N4UMU7_F1,85,156-240,computed structural model,386.1.1.50,Nairovirus_Gn,3.0,False
nD1,A0A1D6KC42_F1,85,126-210,computed structural model,386.1.1.50,Nairovirus_Gn,3.0,False
nD3,Q8BHZ4_F1,85,711-795,computed structural model,386.1.1.1,zf-C2H2,3.0,False
nD2,A0A044U2K3_F1,85,476-560,computed structural model,386.1.1.50,Nairovirus_Gn,3.0,False
nD2,A0A0K0EQX0_F1,85,421-505,computed structural model,386.1.1.1,zf-C2H2,3.0,False
nD2,A0A175VXB7_F1,85,436-520,computed structural model,386.1.1.1,zf-C2H2,3.0,False
nD3,O76398_F1,85,66-150,computed structural model,386.1.1.50,Nairovirus_Gn,3.0,False
nD2,A0A3P7FHU2_F1,85,481-565,computed structural model,386.1.1.1,zf-C2H2,3.0,False
nD1,A0A1D6J2T9_F1,85,91-175,computed structural model,386.1.1.50,Nairovirus_Gn,3.0,False
nD7,O08961_F1,85,"226-255,436-490",computed structural model,386.1.1.50,Nairovirus_Gn,3.0,True
nD2,Q8BIV1_F1,85,281-365,computed structural model,386.1.1.50,Nairovirus_Gn,3.0,False
nD2,A0A2R8Q3E9_F1,85,496-580,computed structural model,386.1.1.50,Nairovirus_Gn,3.0,False
nD1,K7MXN2_F1,85,11-95,computed structural model,386.1.1.50,Nairovirus_Gn,3.0,False
nD1,A0A1D6MSE5_F1,85,66-150,computed structural model,386.1.1.4,zf-BED,3.0,False
nD9,Q8N8Z8_F1,85,361-445,computed structural model,386.1.1.1,zf-C2H2,3.0,False
nD2,A0A1C1D1U1_F1,85,76-160,computed structural model,386.1.1.1,zf-C2H2,3.0,False
nD1,A3BVU4_F1,85,26-110,computed structural model,386.1.1.18,zf-C2H2_jaz,3.0,False
nD5,F1M3Z8_F1,85,231-315,computed structural model,386.1.1.1,zf-C2H2,3.0,False
nD6,A0A5S6PPC4_F1,85,456-540,computed structural model,386.1.1.1,zf-C2H2,3.0,False
nD2,A0A0K0EN26_F1,85,76-160,computed structural model,386.1.1.50,Nairovirus_Gn,3.0,False
nD2,D4ADL6_F1,85,266-350,computed structural model,386.1.1.50,Nairovirus_Gn,3.0,False
nD7,O61360_F1,85,386-470,computed structural model,386.1.1.50,Nairovirus_Gn,3.0,False
nD5,Q6P3Y5_F1,85,416-500,computed structural model,386.1.1.50,Nairovirus_Gn,3.0,False
nD1,A0A0K0DZ93_F1,85,126-210,computed structural model,386.1.1.1,zf-C2H2,3.0,False
nD10,P16373_F1,85,406-490,computed structural model,386.1.1.50,Nairovirus_Gn,3.0,False
nD1,A0A0N4UMU7_F1,85,1-85,computed structural model,386.1.1.50,Nairovirus_Gn,3.0,False
nD2,A0A1L1QZP5_F1,85,106-190,computed structural model,386.1.1.1,zf-C2H2,3.0,False
nD15,D3ZIN6_F1,85,421-505,computed structural model,386.1.1.50,Nairovirus_Gn,3.0,False
nD9,E9PXJ4_F1,85,356-440,computed structural model,386.1.1.50,Nairovirus_Gn,3.0,False
nD9,Q6ZR52_F1,85,356-440,computed structural model,386.1.1.50,Nairovirus_Gn,3.0,False
nD11,Q14929_F1,85,511-595,computed structural model,386.1.1.50,Nairovirus_Gn,3.0,False
nD2,A0A0K0DZ93_F1,85,426-510,computed structural model,386.1.1.1,zf-C2H2,3.0,False
nD8,Q9HBT7_F1,85,506-590,computed structural model,386.1.1.50,Nairovirus_Gn,3.0,False
nD1,A0A1D6GN33_F1,85,26-110,computed structural model,386.1.1.50,Nairovirus_Gn,3.0,False
nD2,A0A3P7G0F3_F1,85,196-280,computed structural model,386.1.1.1,zf-C2H2,3.0,False
nD4,A0A158Q436_F1,85,506-590,computed structural model,386.1.1.50,Nairovirus_Gn,3.0,False
nD7,Q9VJP2_F1,85,431-515,computed structural model,386.1.1.50,Nairovirus_Gn,3.0,False
nD1,A0A044U2K3_F1,85,126-210,computed structural model,386.1.1.1,zf-C2H2,3.0,False
nD6,Q99KE8_F1,85,296-380,computed structural model,386.1.1.25,zf-H2C2_5,3.0,False
nD2,F1LT76_F1,85,66-150,computed structural model,386.1.1.1,zf-C2H2,3.0,False
nD3,H2KYB3_F1,85,411-495,computed structural model,386.1.1.1,zf-C2H2,3.0,False
nD2,A0A0D2G4A5_F1,85,576-660,computed structural model,386.1.1.1,zf-C2H2,3.0,False
nD5,A0A2R8QC80_F1,85,516-600,computed structural model,386.1.1.50,Nairovirus_Gn,3.0,False
nD1,E7EY09_F1,85,71-155,computed structural model,386.1.1.1,zf-C2H2,3.0,False
nD3,O35615_F1,85,301-385,computed structural model,386.1.1.1,zf-C2H2,3.0,False
nD1,A0A0N4UC18_F1,85,176-260,computed structural model,386.1.1.1,zf-C2H2,3.0,False
nD3,B0V2W4_F1,85,221-305,computed structural model,386.1.1.50,Nairovirus_Gn,3.0,False
nD6,A0A5K4F2Z1_F1,85,771-855,computed structural model,386.1.1.1,zf-C2H2,3.0,False
nD3,A0A0K0EJ07_F1,85,266-350,computed structural model,386.1.1.50,Nairovirus_Gn,3.0,False
nD7,A0A3P7EY08_F1,85,826-910,computed structural model,386.1.1.1,zf-C2H2,3.0,False
nD1,E9PXT9_F1,85,"106-145,201-245",computed structural model,386.1.1.50,Nairovirus_Gn,3.0,True
nD1,Q9SJL4_F1,85,21-105,computed structural model,386.1.1.18,zf-C2H2_jaz,3.0,False
nD10,R4GEK1_F1,85,506-590,computed structural model,386.1.1.1,zf-C2H2,3.0,False
nD1,M0R5V5_F1,85,31-115,computed structural model,386.1.1.50,Nairovirus_Gn,3.0,False
nD4,Q54QZ6_F1,85,151-235,computed structural model,386.1.1.29,zf-TRAF_2,3.0,False
nD2,A0A077Z8B2_F1,85,86-170,computed structural model,386.1.1.1,zf-C2H2,3.0,False
nD3,A0A044T8M2_F1,85,421-505,computed structural model,386.1.1.54,ANM3_zf-C2H2,3.0,False
nD4,Q9SF04_F1,85,246-330,computed structural model,386.1.1.39,zf-WRNIP1_ubi,3.0,False
nD2,Q84NP5_F1,85,136-220,computed structural model,386.1.1.50,Nairovirus_Gn,3.0,False
nD1,A0A044QZJ4_F1,85,126-210,computed structural model,386.1.1.1,zf-C2H2,3.0,False
nD14,Q06732_F1,85,661-745,computed structural model,386.1.1.1,zf-C2H2,3.0,False
nD3,C1GUG6_F1,85,"386-410,496-555",computed structural model,386.1.1.1,zf-C2H2,3.0,True
nD5,A0A5K4F1J8_F1,85,716-800,computed structural model,386.1.1.1,zf-C2H2,3.0,False
nD4,B1APH4_F1,85,256-340,computed structural model,386.1.1.50,Nairovirus_Gn,3.0,False
nD8,Q63755_F1,85,1146-1230,computed structural model,386.1.1.50,Nairovirus_Gn,3.0,False
nD13,E7FBU0_F1,85,1551-1635,computed structural model,386.1.1.1,zf-C2H2,3.0,False
nD9,Q96GE5_F1,85,416-500,computed structural model,386.1.1.1,zf-C2H2,3.0,False
nD1,Q03067_F1,85,11-95,computed structural model,386.1.1.13,"Sgf11,Sgf11_N",3.0,False
nD2,A0A0K0E250_F1,85,396-480,computed structural model,386.1.1.50,Nairovirus_Gn,3.0,False
nD7,A0A0K0E510_F1,85,1081-1165,computed structural model,386.1.1.1,zf-C2H2,3.0,False
nD1,Q586K6_F1,85,6-90,computed structural model,386.1.1.20,zf-met,3.0,False
nD5,A0A175VWJ9_F1,85,221-305,computed structural model,386.1.1.50,Nairovirus_Gn,3.0,False
nD3,P31629_F1,85,1771-1855,computed structural model,386.1.1.50,Nairovirus_Gn,3.0,False
nD4,A0A044U2K3_F1,85,666-750,computed structural model,386.1.1.50,Nairovirus_Gn,3.0,False
nD1,Q7Z4V0_F1,84,477-560,computed structural model,386.1.1.50,Nairovirus_Gn,3.0,False
nD2,A0A1C1CA17_F1,84,172-255,computed structural model,386.1.1.50,Nairovirus_Gn,3.0,False
nD2,A0A0D2DZ73_F1,84,471-554,computed structural model,386.1.1.50,Nairovirus_Gn,3.0,False
nD1,Q95Q03_F1,84,41-124,computed structural model,386.1.1.50,Nairovirus_Gn,3.0,False
nD2,Q0IYK7_F1,84,"116-165,187-220",computed structural model,386.1.1.50,Nairovirus_Gn,3.0,True
nD4,A0A0G2JY58_F1,84,586-669,computed structural model,386.1.1.1,zf-C2H2,3.0,False
nD2,A0A3P7E6K2_F1,84,227-310,computed structural model,386.1.1.1,zf-C2H2,3.0,False
nD2,A2ART4_F1,84,72-155,computed structural model,386.1.1.50,Nairovirus_Gn,3.0,False
nD2,A0A3P7DSR8_F1,84,182-265,computed structural model,386.1.1.50,Nairovirus_Gn,3.0,False
nD3,P81183_F1,84,"191-220,467-520",computed structural model,,,3.0,True
nD1,A0A1C1D1B6_F1,84,456-539,computed structural model,386.1.1.50,Nairovirus_Gn,3.0,False
nD1,O17862_F1,84,187-270,computed structural model,386.1.1.50,Nairovirus_Gn,3.0,False
nD5,Q13029_F1,84,1156-1239,computed structural model,386.1.1.18,zf-C2H2_jaz,3.0,False
nD2,Q9Y049_F1,83,453-535,computed structural model,386.1.1.50,Nairovirus_Gn,3.0,False
nD3,A0A0K0DZ93_F1,83,571-653,computed structural model,386.1.1.1,zf-C2H2,3.0,False
nD4,A0A3P7FHU2_F1,83,676-758,computed structural model,386.1.1.50,Nairovirus_Gn,3.0,False
nD2,Q384I6_F1,83,"206-268,291-310",computed structural model,386.1.1.18,zf-C2H2_jaz,3.0,True
nD1,A0A3P7DWS8_F1,83,"11-70,113-135",computed structural model,386.1.1.18,zf-C2H2_jaz,3.0,True
nD1,A0A5S6PRG8_F1,83,168-250,computed structural model,386.1.1.1,zf-C2H2,3.0,False
nD7,Q9VPA2_F1,83,316-398,computed structural model,386.1.1.18,zf-C2H2_jaz,3.0,False
nD1,K7KT35_F1,83,18-100,computed structural model,386.1.1.1,zf-C2H2,3.0,False
nD3,A0A1D6M552_F1,83,"251-260,283-355",computed structural model,386.1.1.50,Nairovirus_Gn,3.0,True
nD1,H2L0N7_F1,83,63-145,computed structural model,386.1.1.1,zf-C2H2,3.0,False
nD1,Q8TAX0_F1,83,173-255,computed structural model,386.1.1.50,Nairovirus_Gn,3.0,False
nD2,O45526_F1,83,51-133,computed structural model,386.1.1.34,zf-MYST,3.0,False
nD4,A4ICQ1_F1,83,"608-660,681-710",computed structural model,386.1.1.10,MAT1,3.0,True
nD4,U7PQA8_F1,83,"511-540,626-678",computed structural model,386.1.1.1,zf-C2H2,3.0,True
nD1,A0A1D6P5W3_F1,83,23-105,computed structural model,386.1.1.50,Nairovirus_Gn,3.0,False
nD1,A6NMN3_F1,83,"106-144,202-245",computed structural model,,,3.0,True
e2wbtB2,2wbt,82,B:18-99,experimental structure,,,2.9,False
nD7,A0A0N4UJ73_F1,80,876-955,computed structural model,386.1.1.1,zf-C2H2,2.9,False
nD4,Q54FB9_F1,80,226-305,computed structural model,386.1.1.9,zf-U1,2.9,False
nD7,A0A5S6PRG8_F1,80,851-930,computed structural model,386.1.1.25,zf-H2C2_5,2.9,False
nD6,Q11107_F1,80,1136-1215,computed structural model,386.1.1.1,zf-C2H2,2.9,False
nD1,C0NLF3_F1,80,31-110,computed structural model,386.1.1.1,zf-C2H2,2.9,False
nD1,B4FYD1_F1,80,11-90,computed structural model,386.1.1.9,zf-U1,2.9,False
nD1,O44993_F1,80,26-105,computed structural model,386.1.1.39,zf-WRNIP1_ubi,2.9,False
nD1,A0A1D6MFC8_F1,80,41-120,computed structural model,386.1.1.50,Nairovirus_Gn,2.9,False
nD2,A0A0K0DX35_F1,80,231-310,computed structural model,386.1.1.1,zf-C2H2,2.9,False
nD3,Q8CF60_F1,80,406-485,computed structural model,386.1.1.1,zf-C2H2,2.9,False
nD1,A0A0K0EHR4_F1,80,6-85,computed structural model,386.1.1.1,zf-C2H2,2.9,False
nD1,F1R5Q7_F1,80,66-145,computed structural model,386.1.1.50,Nairovirus_Gn,2.9,False
nD1,Q54LX5_F1,80,21-100,computed structural model,386.1.1.9,zf-U1,2.9,False
nD1,A0A0K0EQX1_F1,80,51-130,computed structural model,386.1.1.50,Nairovirus_Gn,2.9,False
nD4,Q9Y4E5_F1,80,"251-310,351-360,396-405",computed structural model,386.1.1.1,zf-C2H2,2.9,True
nD2,P51949_F1,80,66-145,computed structural model,386.1.1.10,MAT1,2.9,False
nD1,A0A1D6EFC8_F1,80,61-140,computed structural model,386.1.1.1,zf-C2H2,2.9,False
nD1,Q7XA66_F1,80,11-90,computed structural model,386.1.1.9,zf-U1,2.9,False
nD3,A0A0N4U1E4_F1,80,151-230,computed structural model,386.1.1.50,Nairovirus_Gn,2.9,False
nD2,Q21907_F1,80,136-215,computed structural model,386.1.1.1,zf-C2H2,2.9,False
nD5,A0A0D2DW71_F1,80,341-420,computed structural model,386.1.1.1,zf-C2H2,2.9,False
nD1,I1MUV0_F1,80,21-100,computed structural model,386.1.1.1,zf-C2H2,2.9,False
nD2,A0A0J9Y1Q1_F1,80,271-350,computed structural model,386.1.1.1,zf-C2H2,2.9,False
nD2,A0A3P7E2E9_F1,80,211-290,computed structural model,386.1.1.50,Nairovirus_Gn,2.9,False
nD2,Q9VBX4_F1,80,"456-505,551-580",computed structural model,386.1.1.20,zf-met,2.9,True
nD4,B2KFW1_F1,80,696-775,computed structural model,386.1.1.50,Nairovirus_Gn,2.9,False
