f_group_id,f_group_name,fgroup_introduced_release,rep_ecod_uid,rep_domain_id,rep_range,rep_domain_version,is_representative,is_manual_representative,is_provisional_representative,classification_status,classification_method
11.1.1.861,"NEAT, DUF2283",v293.1,1125473,e4ij2F1,F:2-140,v292,t,t,f,classified,
11.1.1.862,Ig_RIMBP2,v293.1,1539,e2cspA1,A:8-124,v292,t,t,f,classified,
11.1.1.864,"Lipin_N, LNS2",v293.1,3465075,Q6L4Z4_F1_nD1,"26-90,826-870",v292,t,f,t,classified,
11.1.1.864,"Lipin_N, LNS2",v293.1,3933837,A0A0K0EKX8_F1_nD1,"6-70,616-655",v292,t,f,t,classified,
11.1.1.870,PF26918,v293.1,1594,e1f00I2,I:96-184,v292,t,t,f,classified,
11.1.1.877,"A2M, MG2, A2M_BRD, MG4",v293.1,3774377,Q03626_F1_nD2,"31-225,346-630,661-800",v292,t,f,t,classified,
11.1.1.877,"A2M, MG2, A2M_BRD, MG4",v293.1,3779672,D3ZS19_F1_nD2,"21-215,336-620,651-700,721-790",v292,t,f,t,classified,
11.1.1.886,PF28679,v293.1,3778736,A0A0G2JW79_F1_nD1,31-120,v292,t,f,t,classified,
11.1.1.888,"fn3, DB",v293.1,3584829,A0A3P7E9E0_F1_nD5,371-564,v292,t,f,t,classified,
11.1.1.927,PF29951,v293.1,3842059,A0A2R8VKG2_F1_nD3,1301-1425,v292,t,f,t,classified,
11.1.1.931,PF31191,v293.1,2592160,e6ppoU1,U:12-119,v292,t,f,t,classified,
11.1.1.951,"A2M, A2M_BRD, MG4",v293.1,3777702,Q63041_F1_nD3,"31-125,346-630,661-715,746-805",v292,t,f,t,classified,
11.1.1.987,PF30412,v293.1,2323974,e5vhvA2,A:249-361,v292,t,t,f,classified,
1.1.1.27,"Asp, TAXi_N",v293.1,1088763,e1mppA1,A:5-191,v292,t,t,f,classified,
1.1.1.27,"Asp, TAXi_N",v293.1,1088767,e1oewA2,A:1-177,v292,t,t,f,classified,
1.1.1.27,"Asp, TAXi_N",v293.1,1088769,e1smrA2,A:1-179,v292,t,t,f,classified,
1.1.1.27,"Asp, TAXi_N",v293.1,1568669,e2aprA2,A:1-178,v292,t,t,f,classified,
1.1.1.30,PF30863,v293.1,3421072,A0A0P0VKJ5_F1_nD5,496-610,v292,t,f,t,classified,
11.1.4.130,DUF1416,v293.1,3950412,Q9CBC7_F1_nD1,21-95,v292,t,f,t,classified,
11.1.4.97,DUF7601,v293.1,1005465,e2xidB4,B:333-453,v292,t,t,f,classified,
11.1.5.96,PF31151,v293.1,1144822,e3f83A1,A:1-177,v292,t,t,f,classified,
1.1.17.9,PF30586,v293.1,215,e1arbA1,A:1-263,v292,t,t,f,classified,
11.2.1.113,"MAP10_N, Bfc",v293.1,3405939,Q8IRH9_F1_nD1,"26-140,186-220",v292,t,f,t,classified,
11.2.1.77,FerA,v293.1,3764996,A0A0G2K7B6_F1_nD5,701-820,v292,t,f,t,classified,
1.13.1.2,PF29831,v293.1,1141837,e1yleA2,A:275-342,v292,t,t,f,classified,
1134.1.2.19,GIL1_IRKI_C,v293.1,3336273,I1M2Z2_F1_nD2,171-455,v292,t,f,t,classified,
11.41.1.1,PF31222,v293.1,1779600,e5hx2D2,D:171-274,v292,t,t,f,classified,
1.1.5.73,"Trypsin, DUF316",v293.1,3213899,P91484_F1_nD1,31-315,v292,t,f,t,classified,
1164.1.1.2,PF29777,v293.1,2084857,e5x90D1,D:1-171,v292,t,t,f,classified,
1.1.7.87,PF25954,v293.1,1002475,e3ne5B2,"B:104-118,B:242-322",v292,t,t,f,classified,
1.1.7.87,PF25954,v293.1,1096987,e4kksA2,"A:37-49,A:130-210",v292,t,t,f,classified,
1.1.7.87,PF25954,v293.1,1145751,e3lnnA2,"A:42-54,A:205-283",v292,t,t,f,classified,
1.1.7.87,PF25954,v293.1,1145817,e3h94A2,"A:105-118,A:241-321",v292,t,t,f,classified,
1.1.7.88,PF25963,v293.1,1313622,e4tkoB1,"B:3-17,B:255-349",v292,t,t,f,classified,
1.1.9.35,PF30643,v293.1,177,e1t62A1,A:1-166,v292,t,t,f,classified,
1194.1.1.1,PF31216,v293.1,2323779,e4fweA5,A:23-110,v292,t,t,f,classified,
1194.1.1.1,PF31216,v293.1,2325752,e4fwjA1,A:22-110,v292,t,f,t,classified,
1195.1.1.2,PF29629,v293.1,2324037,e5xynD1,D:4-223,v292,t,t,f,classified,
1195.1.1.2,PF29629,v293.1,2330445,e6dexB1,B:7-201,v292,t,f,t,classified,
1201.1.1.1,PF31221,v293.1,2323862,e5n0sA3,A:293-406,v292,t,t,f,classified,
1205.2.1.1,PF31217,v293.1,2526314,e6d7yA1,A:5-96,v292,t,t,f,classified,
12.1.1.114,DUF2341,v293.1,3603232,Q58865_F1_nD2,226-325,v292,t,f,t,classified,
12.1.1.117,DUF3864,v293.1,1498230,e3lm3A2,A:339-448,v292,t,t,f,classified,
1.2.1.4,"Calici_coat, Calici_coat_C",v293.1,1693513,e1ihmA2,"A:229-277,A:407-520",v292,t,t,f,classified,
12.3.1.50,PF28395,v293.1,4886069,Q2U5P7_nD1,21-340,v293,t,,t,classified,
130.1.1.33,Lsr2_DNA-bd (DEPRECATED),v293,184739,e2kngA1,A:1-55,v292,t,t,f,classified,
1.3.1.2,PolC_DP2_central,v293.1,1885536,e5ijlA5,A:313-450,v292,t,t,f,classified,
139.2.1.17,"Cytochrome_C554, Multi-haem_cyto",v293.1,1721533,e4qo5A1,A:1-521,v292,t,t,f,classified,
139.2.1.18,"Cytochrom_C552, Cytochrome_C554, Cytochrome_C7",v293.1,2576201,e6i5bA2,A:231-496,v292,t,t,f,classified,
141.1.1.33,HexPS-like,v293.1,1933300,e5h9dC1,C:3-190,v292,t,t,f,classified,
145.1.1.68,FBA_3,v293.1,3831253,Q9SD60_F1_nD1,31-360,v292,t,f,t,classified,
148.1.3.203,PF28760,v293.1,4886368,B1W303_nD4,416-575,v293,t,,t,classified,
148.1.3.203,PF28760,v293.1,2076897,e5kzfJ4,J:343-506,v292,t,t,f,classified,
148.1.3.208,AAA_lid_NAV1,v293.1,4885911,Q2IBF7_nD6,"1276-1370,1396-1430",v293,t,,t,classified,
150.1.1.100,TMD0_ABC,v293.1,3265748,Q54P13_F1_nD1,1-190,v292,t,f,t,classified,
150.1.1.103,DUF455,v293.1,3817447,Q9LZ73_F1_nD1,6-285,v292,t,f,t,classified,
150.1.1.104,Piezo_THU9_anchor,v293.1,4002117,A0A158Q5L0_F1_nD10,"711-750,1401-1420,1456-1565,1881-1935",v292,t,f,t,classified,
150.1.1.105,ATG2_CAD,v293.1,3634113,C1H2H7_F1_nD5,1956-2145,v292,t,f,t,classified,
150.1.1.122,CECR6_TMEM121,v293.1,3768875,D3ZMR5_F1_nD1,6-245,v292,t,f,t,classified,
150.1.2.21,DUF455,v293.1,3678595,A0A1D6MFX8_F1_nD4,621-915,v292,t,f,t,classified,
150.5.1.119,DGF-1_C,v293.1,3704953,Q4CXA6_F1_nD4,"1461-1525,1546-1600,1646-1765",v292,t,f,t,classified,
150.5.1.76,DUF1110,v293.1,3467691,A0A0P0VY08_F1_nD1,6-90,v292,t,f,t,classified,
150.8.1.5,EspA_EspE,v293.1,4473372,P9WJE1_nD1,"1-180,206-235",v293,t,f,t,classified,
159.1.1.5,PF31221,v293.1,2322931,e5n0pA3,A:254-385,v292,t,f,t,classified,
159.1.1.5,PF31221,v293.1,2393300,e6mjgA1,"A:257-389,A:412-420",v292,t,f,t,classified,
170.1.1.22,PF30901,v293.1,2797118,e7lgaA1,A:9-93,v292,t,f,t,classified,
170.1.1.30,"Retrotran_gag_2, Retrotran_gag_3",v293.1,3295851,A0A0R0ELD9_F1_nD1,26-110,v292,t,f,t,classified,
174.1.1.53,DoxX,v293.1,4638641,P0AD47_nD1,11-130,v293,t,f,t,classified,
174.1.1.58,NEPRO_N,v293.1,3816910,Q56Y76_F1_nD1,"1-170,196-215",v292,t,f,t,classified,
187.1.1.14,"Fer4_4, Fer4_7",v293.1,1390914,e3cf4A4,A:407-486,v292,t,f,t,classified,
192.1.1.47,DUF641,v293.1,3643501,K7TWQ5_F1_nD2,66-130,v292,t,f,t,classified,
192.15.1.46,Ribophorin_II_C,v293,4393970,Q54HG9_nD4,571-680,v293,t,f,t,classified,
192.18.1.12,DUF3593,v293.1,3650916,B4FAA5_F1_nD1,61-165,v292,t,f,t,classified,
192.24.1.6,"RNA_pol_Rpc82, HTH_9, POLR3C_WHD",v293.1,3630104,A0A044V8V3_F1_nD3,"81-165,296-590",v292,t,f,t,classified,
192.29.1.167,MscS_TM,v293.1,3975330,Q8ZRA5_F1_nD6,"456-465,496-820",v292,t,f,t,classified,
192.29.1.191,DUF3741,v293.1,3650079,K7VCK5_F1_nD1,156-280,v292,t,f,t,classified,
192.29.1.232,SOAR,v293.1,3469983,A0A5K4F914_F1_nD4,"226-255,391-475",v292,t,f,t,classified,
192.29.1.270,Got1,v293.1,3825907,Q2HIG7_F1_nD1,86-225,v292,t,f,t,classified,
192.29.1.298,PF30778,v293.1,2967092,e8a3kUNK1,UNK:4-134,v292,t,f,t,classified,
192.7.1.29,"PHM7_ext, PHM7_cyt",v293.1,3181675,U7PIY3_F1_nD4,"256-290,576-625,1196-1250",v292,t,f,t,classified,
192.8.1.14,Lebercilin,v293,3869592,Q80ST9_F1_nD2,156-250,v292,t,,t,classified,
192.8.1.14,Lebercilin,v293,3776759,A0A140UHY0_F1_nD1,136-345,v292,t,f,t,classified,
192.8.1.372,"KIF21A, KIF21A_4th",v293.1,3388565,Q9VKW4_F1_nD2,"546-755,781-945",v292,t,f,t,classified,
192.8.1.394,MscS_porin,v293.1,3947112,A0A0H3GLB4_F1_nD1,26-240,v292,t,f,t,classified,
192.8.1.420,DUF4515,v293.1,3778270,F1LTT6_F1_nD1,"16-85,106-185,221-295",v292,t,f,t,classified,
192.8.1.423,EABR,v293.1,3776016,G3V7R6_F1_nD1,"26-115,141-175,201-320",v292,t,f,t,classified,
192.8.1.449,DUF7343,v293.1,3602448,Q58651_F1_nD2,271-469,v292,t,f,t,classified,
192.8.1.450,GPHR_N,v293.1,3237896,Q17912_F1_nD3,"146-315,426-460",v292,t,f,t,classified,
192.8.1.450,GPHR_N,v293.1,3776930,F1LTD0_F1_nD2,"146-215,241-310,416-445",v292,t,f,t,classified,
192.8.1.476,Prolamin_like,v293.1,3831508,Q9SJ23_F1_nD1,31-110,v292,t,f,t,classified,
198.1.1.10,"SapB_2, SapB_1, Saposin",v293.1,3264,e2gtgA1,A:4-81,v292,t,t,f,classified,
198.1.1.13,"SapB_2, PF31278",v293.1,3263,e1l9lA1,A:1-74,v292,t,t,f,classified,
198.1.1.26,PF31278,v293.1,3262,e1nklA1,A:1-78,v292,t,t,f,classified,
2002.1.1.263,"IMPDH, FMN_dh",v293.1,8696,e1zfjA2,"A:1-93,A:220-491",v292,t,t,f,classified,
2002.1.1.263,"IMPDH, FMN_dh",v293.1,1716688,e4z87A1,"A:4-120,A:247-525",v292,t,t,f,classified,
2002.1.1.266,PF27526,v293.1,8800,e1a0cA1,A:1-437,v292,t,t,f,classified,
2002.1.1.269,"GDPD_2, PF31089",v293.1,1240413,e3rlgA2,A:24-301,v292,t,f,t,classified,
2002.1.1.301,AMT4_dom_C,v293.1,8818,e1gcyA2,A:1-357,v292,t,t,f,classified,
2002.1.1.413,HCS_D2,v293.1,4886542,Q3SHE7_nD2,326-380,v293,t,,t,classified,
2003.1.1.141,"Polysacc_synt_2, GDP_Man_Dehyd",v293.1,9044,e1orrA1,A:2-339,v292,t,t,f,classified,
2003.1.1.141,"Polysacc_synt_2, GDP_Man_Dehyd",v293.1,9093,e2b69A1,A:27-338,v292,t,t,f,classified,
2003.1.1.147,"PDH_N, F420_oxidored",v293.1,9183,e2g5cA2,A:1-171,v292,t,t,f,classified,
2003.1.1.147,"PDH_N, F420_oxidored",v293.1,9184,e2f1kA2,A:1-165,v292,t,t,f,classified,
2003.1.1.148,"adh_short, KR",v293.1,9109,e1yo6A1,A:1-250,v292,t,t,f,classified,
2003.1.1.152,"KR, GDP_Man_Dehyd",v293.1,9036,e1ek6A1,A:1-346,v292,t,t,f,classified,
2003.1.1.155,"3HCDH_N, F420_oxidored",v293.1,184980,e2x58A2,A:298-481,v292,t,t,f,classified,
2003.1.11.7,2-Hacid_dh_C,v293.1,4886087,B0KGD9_nD2,91-260,v293,t,,t,classified,
2003.1.1.192,GD_AH_C,v293.1,4006212,P39829_F1_nD3,"96-135,181-205,276-520",v292,t,f,t,classified,
2003.1.1.210,"Epimerase, NAD_binding_4, DUF1731",v293.1,3663186,A0A1D6HQF5_F1_nD1,"21-55,86-370",v292,t,f,t,classified,
2003.1.1.260,C2185-like_N,v293.1,1716676,e3nklB1,B:4-125,v292,t,t,f,classified,
2003.1.1.291,RS_preATP-grasp-like,v293.1,4886526,B0KRH6_nD1,6-110,v293,t,,t,classified,
2003.1.2.103,"Prenylcys_lyase, NAD_binding_8",v293.1,3616040,A0A044TD92_F1_nD1,11-455,v292,t,f,t,classified,
2003.1.2.120,"FAD_oxidored, NAD_binding_8",v293.1,3187402,U7Q5I9_F1_nD1,"11-250,321-460",v292,t,f,t,classified,
2003.1.2.59,"GIDA, NAD_binding_8",v293.1,4885952,Q3SRR6_nD1,"1-170,326-470",v293,t,,t,classified,
2003.1.2.60,"DAO, NAD_binding_8",v293.1,9227,e1ryiA2,"A:14-231,A:320-377",v292,t,t,f,classified,
2003.1.2.63,"GMC_oxred_N, GMC_oxred_C, NAD_binding_8",v293.1,9224,e1kdgA2,"A:6-303,A:485-546",v292,t,t,f,classified,
2003.1.2.69,"NAD_binding_8, Pyr_redox_3",v293.1,9280,e1w4xA1,"A:10-154,A:390-542",v292,t,t,f,classified,
2003.1.2.73,"Amino_oxidase, Pyr_redox_2, NAD_binding_8",v293.1,9230,e2iidA2,"A:4-319,A:433-486",v292,t,t,f,classified,
2003.1.2.99,"Pyr_redox, FAD_binding_3",v293.1,9237,e2vouA2,"A:2-163,A:292-394",v292,t,t,f,classified,
2003.1.3.15,"Pyr_redox_2, NAD_binding_8",v293.1,4885920,Q1JMB2_nD1,"1-125,251-330",v293,t,,t,classified,
2003.1.3.15,"Pyr_redox_2, NAD_binding_8",v293.1,9290,e1djqA3,"A:341-489,A:646-729",v292,t,t,f,classified,
2003.1.3.15,"Pyr_redox_2, NAD_binding_8",v293.1,9291,e1ps9A3,"A:331-465,A:628-671",v292,t,t,f,classified,
2003.1.3.15,"Pyr_redox_2, NAD_binding_8",v293.1,9294,e1gteA5,"A:184-287,A:441-532",v292,t,t,f,classified,
2003.1.5.151,"Methyltransf_23, Methyltransf_25",v293.1,9393,e1y8cA1,A:1-246,v292,t,t,f,classified,
2003.1.5.151,"Methyltransf_23, Methyltransf_25",v293.1,9395,e1wznA1,A:1-251,v292,t,t,f,classified,
2003.1.5.152,"CMAS, Methyltransf_25",v293.1,9382,e2fk8A1,A:39-318,v292,t,t,f,classified,
2003.1.5.152,"CMAS, Methyltransf_25",v293.1,1885547,e5kokA1,A:50-397,v292,t,t,f,classified,
2003.1.5.153,"PCMT, Methyltransf_25",v293.1,9355,e1jg1A1,A:14-228,v292,t,t,f,classified,
2003.1.5.153,"PCMT, Methyltransf_25",v293.1,9356,e1i1nA1,A:2-225,v292,t,t,f,classified,
2003.1.5.154,"Methyltransf_29, Methyltransf_11",v293.1,9388,e1xxlA1,A:6-239,v292,t,t,f,classified,
2003.1.5.154,"Methyltransf_29, Methyltransf_11",v293.1,3308211,K7MFR0_F1_nD1,121-335,v292,t,f,t,classified,
2003.1.5.155,"RrnaAD, Methyltransf_25",v293.1,1514550,e1zq9A3,A:8-188,v292,t,t,f,classified,
2003.1.5.179,PF30636,v293.1,9346,e1l3iA1,A:1-186,v292,t,t,f,classified,
2003.1.5.182,"RrnaAD, Methyltransf_11",v293.1,1514546,e1qamA3,A:10-181,v292,t,t,f,classified,
2003.1.5.200,"Bin3, Methyltransf_25",v293.1,1278961,e3g07A2,"A:34-90,A:142-288",v292,t,f,t,classified,
2003.1.5.201,"Methyltransf_25, Methyltransf_31",v293.1,9406,e2gh1A1,A:13-293,v292,t,t,f,classified,
2003.1.5.368,"PCMT, WBS_methylT, Methyltransf_25",v293.1,3201008,C0P138_F1_nD1,1-280,v292,t,f,t,classified,
2003.1.9.8,"ThiF, E1_4HB",v293.1,1870442,e3cmmA1,"A:3-165,A:252-275,A:348-396",v292,t,t,f,classified,
2003.2.1.8,"Molybdopterin, PF28599",v293.1,1684052,e1y5iA4,"A:106-220,A:582-1074",v292,t,t,f,classified,
2004.1.1.1172,"MukB, AAA_29",v293.1,9690,e1qhlA1,A:4-225,v292,t,t,f,classified,
2004.1.1.414,"GTP_EFTU, MMR_HSR1",v293.1,9600,e2bv3A5,"A:7-41,A:61-282",v292,t,t,f,classified,
2004.1.1.414,"GTP_EFTU, MMR_HSR1",v293.1,9601,e2dy1A5,A:8-274,v292,t,t,f,classified,
2004.1.1.414,"GTP_EFTU, MMR_HSR1",v293.1,9602,e1n0uA5,A:3-343,v292,t,t,f,classified,
2004.1.1.414,"GTP_EFTU, MMR_HSR1",v293.1,9608,e1mkyA3,A:173-358,v292,t,t,f,classified,
2004.1.1.414,"GTP_EFTU, MMR_HSR1",v293.1,9624,e2cxxA1,A:2-185,v292,t,t,f,classified,
2004.1.1.414,"GTP_EFTU, MMR_HSR1",v293.1,9626,e1zunB3,B:16-237,v292,t,t,f,classified,
2004.1.1.414,"GTP_EFTU, MMR_HSR1",v293.1,1031105,e3zztA4,A:1-282,v292,t,t,f,classified,
2004.1.1.414,"GTP_EFTU, MMR_HSR1",v293.1,1389177,e3izq11,1:161-390,v292,t,t,f,classified,
2004.1.1.415,"AAA, RuvB_N",v293.1,9774,e1iqpA3,A:2-169,v292,t,t,f,classified,
2004.1.1.415,"AAA, RuvB_N",v293.1,119021,e1r7rA6,A:471-648,v292,t,t,f,classified,
2004.1.1.417,"ABC_tran, AAA_21",v293.1,9677,e1b0uA1,A:5-262,v292,t,t,f,classified,
2004.1.1.417,"ABC_tran, AAA_21",v293.1,9693,e1vplA1,A:14-251,v292,t,t,f,classified,
2004.1.1.417,"ABC_tran, AAA_21",v293.1,9695,e3dhwC2,C:1-240,v292,t,t,f,classified,
2004.1.1.417,"ABC_tran, AAA_21",v293.1,1487349,e4rfsA1,A:2-285,v292,t,t,f,classified,
2004.1.1.417,"ABC_tran, AAA_21",v293.1,1565411,e2vf7B2,"B:492-625,B:680-842",v292,t,t,f,classified,
2004.1.1.417,"ABC_tran, AAA_21",v293.1,2057238,e5x3xA1,A:1-280,v292,t,t,f,classified,
2004.1.1.417,"ABC_tran, AAA_21",v293.1,3802573,Q9STT8_F1_nD3,"6-60,336-550,596-845,916-930",v292,t,f,t,classified,
2004.1.1.418,"MCM, Mg_chelatase",v293.1,2132493,e5bk472,7:384-643,v292,t,f,t,classified,
2004.1.1.419,"Fer4_NifH, AAA_31",v293.1,9644,e2afhE1,E:1-289,v292,t,t,f,classified,
2004.1.1.420,"AAA, TIP49",v293.1,9777,e1lv7A2,A:1-181,v292,t,t,f,classified,
2004.1.1.422,"MMR_HSR1, RsgA_GTPase",v293.1,146895,e3h2yA1,A:56-232,v292,t,t,f,classified,
2004.1.1.424,"Mg_chelatase, AAA_2, AAA_5",v293.1,4886486,A4W7A9_nD2,66-315,v293,t,,t,classified,
2004.1.1.427,"RHSP, RHS_N",v293.1,3704662,Q4CRR5_F1_nD13,921-1170,v292,t,f,t,classified,
2004.1.1.427,"RHSP, RHS_N",v293.1,3711669,Q4DPF1_F1_nD11,"781-795,821-1165",v292,t,f,t,classified,
2004.1.1.428,"SNF2-rel_dom, Helicase_C, HDA2-3",v293.1,9727,e1z3iX1,X:299-644,v292,t,t,f,classified,
2004.1.1.428,"SNF2-rel_dom, Helicase_C, HDA2-3",v293.1,1840991,e3mwyW4,W:468-783,v292,t,t,f,classified,
2004.1.1.428,"SNF2-rel_dom, Helicase_C, HDA2-3",v293.1,1866774,e5hzrA2,"A:347-565,A:609-684",v292,t,t,f,classified,
2004.1.1.429,"SMC_N, AAA_15",v293.1,4886525,B7KID4_nD1,"1-165,191-380",v293,t,,t,classified,
2004.1.1.429,"SMC_N, AAA_15",v293.1,1447958,e4ux3A1,"A:3-170,A:345-527",v292,t,t,f,classified,
2004.1.1.431,"Arf, G-alpha",v293.1,1870486,e5g53C1,"C:16-37,C:53-229",v292,t,t,f,classified,
2004.1.1.432,"AAA, Rad17",v293.1,3583537,A0A3P7DR85_F1_nD1,66-300,v292,t,f,t,classified,
2004.1.1.433,"SMC_N, AAA_23",v293.1,1148095,e2o5vA1,A:2-359,v292,t,t,f,classified,
2004.1.1.433,"SMC_N, AAA_23",v293.1,1556802,e4ad8A1,"A:38-174,A:340-516",v292,t,t,f,classified,
2004.1.1.436,"DnaB_C, TIP49",v293.1,1731077,e4ww4B1,"B:32-155,B:265-387",v292,t,t,f,classified,
2004.1.1.437,"ParA, AAA_31",v293.1,375982,e3kb1B1,B:4-254,v292,t,f,t,classified,
2004.1.1.445,"ABC_tran, PF27471",v293.1,1487350,e4rfsB1,B:3-277,v292,t,t,f,classified,
2004.1.1.453,"MMR_HSR1, NOG1",v293.1,185910,e2e87A1,A:165-356,v292,t,t,f,classified,
2004.1.1.457,"Helicase_C, ERCC3_RAD25_C",v293.1,234135,e4ernA1,A:9-237,v292,t,f,t,classified,
2004.1.1.462,NBD_SMAX1,v293.1,9749,e1qvrC4,"C:149-271,C:291-330",v292,t,t,f,classified,
2004.1.1.463,"Kinesin, Kinesin_assoc, Microtub_bd",v293.1,2420114,e6a1zA1,A:4-388,v292,t,f,t,classified,
2004.1.1.465,"MipZ, AAA_31",v293.1,143810,e2xitA1,A:2-278,v292,t,f,t,classified,
2004.1.1.473,"ResIII, AAA_11",v293.1,1495179,e4pj3A3,"A:398-474,A:642-688,A:777-1116",v292,t,t,f,classified,
2004.1.1.474,"Dynamin_N, MMR_HSR1",v293.1,9605,e1wf3A2,A:3-180,v292,t,t,f,classified,
2004.1.1.480,"SMC_N, AAA_21, AAA_29",v293.1,2044878,e5h68A1,"A:4-170,A:183-340",v292,t,t,f,classified,
2004.1.1.481,"SMC_N, AAA_29",v293.1,9688,e1w1wA1,"A:2-69,A:89-169,A:272-428",v292,t,t,f,classified,
2004.1.1.485,"DEAD, DEAD_2",v293.1,1105357,e2vsfA2,"A:5-207,A:347-388",v292,t,f,t,classified,
2004.1.1.489,"ResIII, PF27431",v293.1,9709,e1c4oA1,"A:1-156,A:235-408",v292,t,t,f,classified,
2004.1.1.500,"AAA_5, AAA_6",v293.1,1117696,e3vkhA3,A:870-1050,v292,t,t,f,classified,
2004.1.1.500,"AAA_5, AAA_6",v293.1,1447873,e4rh7A4,A:1076-1260,v292,t,t,f,classified,
2004.1.1.507,"DEAD, Helicase_C, RecG_dom3_C",v293.1,3964459,Q5FAB0_F1_nD3,171-670,v292,t,f,t,classified,
2004.1.1.508,"UvrD_C, UvrD_C_2",v293.1,9698,e1uaaA2,A:308-640,v292,t,t,f,classified,
2004.1.1.514,"AAA_23, AAA_29, SbcC_Walker_B",v293.1,1779584,e5dnyB1,"B:1-157,B:238-371",v292,t,t,f,classified,
2004.1.1.528,"SNF2-rel_dom, Helicase_C, DUF1087, HDA2-3",v293.1,3812750,F4JTF6_F1_nD4,446-800,v292,t,f,t,classified,
2004.1.1.535,"Utp25_C, UTP25_NTPase-like",v293.1,3600560,A4HVY4_F1_nD2,"31-55,366-420,446-465,486-560,671-1070",v292,t,f,t,classified,
2004.1.1.552,"T4SS-DNA_transf, TraG-D_C",v293.1,3280179,K0EV34_F1_nD2,101-575,v292,t,f,t,classified,
2004.1.1.552,"T4SS-DNA_transf, TraG-D_C",v293.1,3839530,O25260_F1_nD2,"186-635,656-735",v292,t,f,t,classified,
2004.1.1.560,"Helicase_C_4, AAA_34",v293.1,3412769,Q9V453_F1_nD1,"711-1150,1276-1475,1501-1570",v292,t,f,t,classified,
2004.1.1.560,"Helicase_C_4, AAA_34",v293.1,3518360,A0A077ZK12_F1_nD1,"91-515,731-995",v292,t,f,t,classified,
2004.1.1.597,"MMR_HSR1, FeoB_N, YGR210-like_G4",v293.1,9623,e1wxqA2,A:1-319,v292,t,t,f,classified,
2004.1.1.602,"SNF2-rel_dom, Helicase_C, HDA2-3, SnAC",v293.1,2116453,e5x0yO2,"O:339-558,O:583-586,O:612-684",v292,t,f,t,classified,
2004.1.1.654,"UvrD_C, PF27467",v293.1,1005523,e3u44B2,B:309-769,v292,t,t,f,classified,
2004.1.1.731,"GpA_ATPase, GpA_nuclease",v293.1,3980729,Q8ZMZ3_F1_nD1,"26-240,291-365",v292,t,f,t,classified,
2004.1.1.761,PapZ_C,v293.1,4885915,B0K7T0_nD2,161-280,v293,t,,t,classified,
2004.1.1.761,PapZ_C,v293.1,4886704,B0K6J6_nD2,161-280,v293,t,,t,classified,
2004.1.1.923,EF-G_D2,v293.1,4886574,A4WEY3_nD6,566-690,v293,t,,t,classified,
2004.5.1.16,"DENND11, DUF4484",v293.1,3175840,P36090_F1_nD2,"211-385,431-505",v292,t,f,t,classified,
2004.5.1.16,"DENND11, DUF4484",v293.1,3787762,Q5A7K9_F1_nD2,"141-295,341-350,386-460",v292,t,f,t,classified,
2005.1.1.47,"NAD_synthase, tRNA_Me_trans",v293.1,9835,e1gpmA2,"A:208-346,A:369-404",v292,t,t,f,classified,
2005.1.1.47,"NAD_synthase, tRNA_Me_trans",v293.1,1099071,e2derA2,A:17-200,v292,t,f,t,classified,
2005.1.1.47,"NAD_synthase, tRNA_Me_trans",v293.1,1172128,e2derB2,B:16-217,v292,t,f,t,classified,
2005.1.1.54,"Diphthami_syn_2, PF28410",v293.1,9843,e2d13A1,A:2-227,v292,t,t,f,classified,
2005.1.1.91,tRNA-synt_1_2,v293.1,4886124,Q3SL86_nD1,196-340,v293,t,,t,classified,
2005.1.1.91,tRNA-synt_1_2,v293.1,4886652,B0KM84_nD2,201-400,v293,t,,t,classified,
2006.1.1.44,"Hydrolase, Hydrolase_like",v293.1,9871,e2gfhA1,A:13-259,v292,t,t,f,classified,
2006.1.1.44,"Hydrolase, Hydrolase_like",v293.1,9878,e2b0cA1,A:8-204,v292,t,t,f,classified,
2006.1.1.44,"Hydrolase, Hydrolase_like",v293.1,9910,e2o2xA1,A:9-217,v292,t,t,f,classified,
2006.1.1.44,"Hydrolase, Hydrolase_like",v293.1,9911,e2gmwA1,A:24-205,v292,t,t,f,classified,
2006.1.1.44,"Hydrolase, Hydrolase_like",v293.1,2075048,e1x42A3,"A:1-14,A:101-230",v292,t,t,f,classified,
2006.1.1.46,"Hydrolase, HAD_2",v293.1,9877,e1zd3A1,A:2-226,v292,t,t,f,classified,
2006.1.4.32,"XPG_N, MKT1_N",v293.1,3740632,Q9UTN2_F1_nD1,"1-255,341-380",v292,t,f,t,classified,
2007.1.20.2,ILV_EDD_C,v293,2617272,e5ym0A1,A:478-633,v292,t,t,f,classified,
2007.12.1.5,PA14,v293.1,4886474,Q2U9M7_nD2,381-535,v293,t,,t,classified,
2007.1.3.42,PF29921,v293.1,2491385,e5wlpA1,A:21-145,v292,t,f,t,classified,
2007.15.1.11,MAP3K_TRAF_bd,v293.1,2041636,e5ulmA1,A:7-287,v292,t,t,f,classified,
2007.15.1.11,MAP3K_TRAF_bd,v293.1,3749416,F1LUY7_F1_nD1,1-345,v292,t,f,t,classified,
2007.15.1.9,"MAP3K_TRAF_bd, DRHyd-ASK",v293.1,3559955,O95382_F1_nD1,41-230,v292,t,f,t,classified,
2007.1.7.7,DHQS_C,v293.1,4886429,Q088S6_nD2,171-358,v293,t,,t,classified,
