ecod_uid,domain_id,t_id,old_f,old_f_pfam,commons_f,new_f_pfam,dom_len,dominant_pfam,dominant_name,dominant_cov_pct,dominant_bitscore,n_significant_pfams,verdict,pfam_implied_fgroups
10781,e1dx4A1,7579.1.1,7579.1.1.1,PF00135,7579.1.1.89,"PF00135,PF20434",537,,,,,0,no_dominant_pfam,
1019409,e4gcwA1,247.1.1,247.1.1.11,PF12706,247.1.1.29,"PF12706,PF23023",307,,,,,0,no_dominant_pfam,
2266,e2bibA1,702.1.1,702.1.1.1,PF01473,702.1.1.9,"PF01473,PF19085,PF19127",233,,,,,0,no_dominant_pfam,
4516,e1n11A1,109.3.1,109.3.1.1,PF00023,109.3.1.165,"PF00023,PF12796,PF13606,PF13637,PF13857",408,,,,,0,no_dominant_pfam,
1005491,e3hbzA1,6082.1.1,6082.1.1.2,PF16410,6082.1.1.3,PF29074,94,PF29074,SGBP_N,85.1,71.8,2,supports_commons,6082.1.1.3
4520,e1iknD1,109.3.1,109.3.1.8,PF12796,109.3.1.162,"PF00023,PF12796,PF13857",221,,,,,0,no_dominant_pfam,
9346,e1l3iA1,2003.1.5,2003.1.5.82,PF13847,2003.1.5.179,PF30636,186,PF30636,Methyltransf_37,90.9,69.6,8,supports_commons,2003.1.5.242;2003.1.5.169;2003.1.5.179;2003.1.5.194;2003.1.5.256;2003.1.5.398
1514546,e1qamA3,2003.1.5,2003.1.5.2,PF00398,2003.1.5.182,"PF00398,PF08241",172,PF00398,RrnaAD,100.0,219.2,1,ambiguous_both,2003.1.5.155;2003.1.5.181;2003.1.5.182;2003.1.5.192;2003.1.5.251;2003.1.5.2;2003.1.5.343;2003.1.5.358;2003.1.5.384;2003.1.5.395;2003.1.5.439
9626,e1zunB3,2004.1.1,2004.1.1.14,PF00009,2004.1.1.414,"PF00009,PF01926",222,PF00009,GTP_EFTU,97.3,164.1,1,ambiguous_both,2004.1.1.557;2004.1.1.625;2004.1.1.414;2004.1.1.682;2004.1.1.772;2004.1.1.779;2004.1.1.14;2004.1.1.15;2004.1.1.823;2004.1.1.994;2004.1.1.1176
1684052,e1y5iA4,2003.2.1,2003.2.1.1,PF00384,2003.2.1.8,"PF00384,PF28599",608,PF00384,Molybdopterin,60.0,256.5,1,ambiguous_both,2003.2.1.8;2003.2.1.5;2003.2.1.2;2003.2.1.3;2003.2.1.1
9036,e1ek6A1,2003.1.1,2003.1.1.72,PF16363,2003.1.1.152,"PF08659,PF16363",346,PF16363,GDP_Man_Dehyd,94.8,195.1,2,ambiguous_both,2003.1.1.197;2003.1.1.141;2003.1.1.152;2003.1.1.153;2003.1.1.162;2003.1.1.164;2003.1.1.168;2003.1.1.173;2003.1.1.177;2003.1.1.224;2003.1.1.235;2003.1.1.240;2003.1.1.72;2003.1.1.282;2003.1.1.284;2003.1.1.287;2003.1.1.316;2003.1.1.340;2003.1.1.360
9698,e1uaaA2,2004.1.1,2004.1.1.195,PF13361,2004.1.1.508,"PF13361,PF13538",333,PF13361,UvrD_C,92.2,268.8,1,ambiguous_both,2004.1.1.580;2004.1.1.866;2004.1.1.455;2004.1.1.470;2004.1.1.483;2004.1.1.492;2004.1.1.508;2004.1.1.569;2004.1.1.605;2004.1.1.654;2004.1.1.725;2004.1.1.767;2004.1.1.363;2004.1.1.195;2004.1.1.1016;2004.1.1.1017;2004.1.1.1107;2004.1.1.1168
223873,e3n71A1,70.3.1,70.3.1.1,PF00856,70.3.1.11,"PF00856,PF01753",283,PF00856,SET,83.4,38.5,1,ambiguous_both,70.3.1.11;70.3.1.14;70.3.1.15;70.3.1.1;70.3.1.8;70.3.1.9;70.3.1.23;70.3.1.25
2826,e1q06A1,101.1.9,101.1.9.17,PF13411,101.1.9.82,"PF09278,PF13411",127,,,,,0,no_dominant_pfam,
1841022,e4uxeB3,1088.1.1,,,1088.1.1.1,PF31249,47,PF31249,Gp34_C,100.0,81.7,1,supports_commons,1088.1.1.1
2198,e1w8oA3,5.1.3,5.1.3.26,PF13088,5.1.3.134,"PF02012,PF13088",356,PF13859,BNR_3,88.2,34.5,2,points_to_other_fgroup,5.1.3.143;5.1.3.167;5.1.3.28;5.1.3.241
9843,e2d13A1,2005.1.1,2005.1.1.16,PF01902,2005.1.1.54,"PF01902,PF28410",226,,,,,0,no_dominant_pfam,
1734343,e2wteA2,101.1.2,101.1.2.93,PF08280,101.1.2.530,PF25212,70,PF25212,HVO_A0114,85.7,35.1,1,supports_commons,101.1.2.530
2827,e1q08A1,101.1.9,101.1.9.14,PF09278,101.1.9.82,"PF09278,PF13411",94,PF09278,MerR-DNA-bind,70.2,78.7,1,ambiguous_both,101.1.9.82;101.1.9.14;101.1.9.1;101.1.9.128
9835,e1gpmA2,2005.1.1,2005.1.1.18,PF02540,2005.1.1.47,"PF02540,PF03054",175,,,,,0,no_dominant_pfam,
9623,e1wxqA2,2004.1.1,2004.1.1.74,"PF01926,PF08438",2004.1.1.597,"PF01926,PF02421,PF08438",319,,,,,0,no_dominant_pfam,
1688245,e4zmkA1,1009.1.1,,,1009.1.1.1,PF31211,71,PF31211,Taz1_DD,100.0,164.7,1,supports_commons,1009.1.1.1
1680001,e4ytkA1,4.1.1,4.1.1.3,PF00467,4.1.1.299,"PF00467,PF23042",127,PF23042,KOW1_SPT5,100.0,127.3,1,supports_commons,4.1.1.299;4.1.1.235
9727,e1z3iX1,2004.1.1,2004.1.1.24,"PF00176,PF00271",2004.1.1.428,"PF00176,PF00271,PF11496",346,PF11496,HDA2-3,70.5,31.6,1,supports_commons,2004.1.1.428;2004.1.1.469;2004.1.1.528;2004.1.1.602;2004.1.1.698;2004.1.1.178;2004.1.1.873;2004.1.1.926;2004.1.1.948;2004.1.1.1101
1716688,e4z87A1,2002.1.1,2002.1.1.23,PF00478,2002.1.1.263,"PF00478,PF01070",396,PF00478,IMPDH,88.6,456.5,1,ambiguous_both,2002.1.1.311;2002.1.1.263;2002.1.1.280;2002.1.1.279;2002.1.1.307;2002.1.1.313;2002.1.1.342;2002.1.1.23;2002.1.1.363
1495179,e4pj3A3,2004.1.1,2004.1.1.184,PF13086,2004.1.1.473,"PF04851,PF13086",464,PF13086,AAA_11,66.2,101.7,2,ambiguous_both,2004.1.1.581;2004.1.1.596;2004.1.1.643;2004.1.1.473;2004.1.1.505;2004.1.1.522;2004.1.1.529;2004.1.1.601;2004.1.1.745;2004.1.1.746;2004.1.1.768;2004.1.1.774;2004.1.1.185;2004.1.1.184;2004.1.1.840;2004.1.1.854;2004.1.1.920;2004.1.1.945;2004.1.1.987;2004.1.1.1002;2004.1.1.1004;2004.1.1.1051;2004.1.1.1070;2004.1.1.1109
1718749,e5dseC1,109.4.1,109.4.1.99,"PF07719,PF19440",109.4.1.1798,"PF12895,PF13181,PF13424,PF13432,PF19440",836,,,,,0,no_dominant_pfam,
1916704,e5evfA1,872.12.1,,,872.12.1.1,PF30739,105,PF30739,DUF8716,99.0,174.2,1,supports_commons,872.12.1.1
1736241,e5cowA1,1041.1.1,,,1041.1.1.1,PF29799,234,PF29799,PGL_C,99.1,305.1,1,supports_commons,1041.1.1.1
1933300,e5h9dC1,141.1.1,141.1.1.6,PF07307,141.1.1.33,PF22538,188,PF07307,HEPPP_synt_1,73.9,33.2,2,supports_old_ecod_rep,141.1.1.6
1824183,e5hb7A1,304.9.1,,,304.9.1.92,PF30866,121,PF30866,NUP53_M,98.3,220.4,1,supports_commons,304.9.1.92
1885533,e5ijlA2,375.1.1,375.1.1.24,PF03833,375.1.1.204,PF24844,60,PF24844,PolC_DP2_central,100.0,387.5,1,supports_commons,375.1.1.204
2044878,e5h68A1,2004.1.1,2004.1.1.87,PF02463,2004.1.1.480,"PF02463,PF13304,PF13555",325,PF02463,SMC_N,95.1,261.7,2,ambiguous_both,2004.1.1.429;2004.1.1.433;2004.1.1.442;2004.1.1.466;2004.1.1.478;2004.1.1.480;2004.1.1.481;2004.1.1.506;2004.1.1.567;2004.1.1.615;2004.1.1.728;2004.1.1.782;2004.1.1.87;2004.1.1.798;2004.1.1.799;2004.1.1.807;2004.1.1.925;2004.1.1.997;2004.1.1.1001;2004.1.1.1116;2004.1.1.1154;2004.1.1.1156
1839971,e5iv5I2,3386.2.1,3386.2.1.1,PF07880,3386.2.1.4,PF23618,104,PF23618,T4_gp9_10_C,96.2,120.0,1,supports_commons,3386.2.1.4
1885536,e5ijlA5,1.3.1,1.3.1.1,PF03833,1.3.1.2,PF24844,138,PF24844,PolC_DP2_central,93.5,387.5,1,supports_commons,1.3.1.2
1824186,e5igoC1,5.1.4,5.1.4.1,PF00400,5.1.4.254,"PF00400,PF23098",324,,,,,0,no_dominant_pfam,
2323924,e5oqdC2,101.1.2,,,101.1.2.500,PF30898,120,PF30898,PCL_mid,68.3,39.6,1,supports_commons,101.1.2.500
2323934,e5teeA1,5.1.4,5.1.4.6,"PF00400,PF12894",5.1.4.620,PF23770,377,,,,,0,no_dominant_pfam,
2323952,e5ud5A1,4.29.1,,,4.29.1.1,PF31240,86,PF31240,PylS_N,100.0,112.7,1,supports_commons,4.29.1.1
1891442,e5t8vA1,109.4.1,109.4.1.183,"PF12830,PF20168",109.4.1.1739,"PF12765,PF12830,PF20168",1453,,,,,0,no_dominant_pfam,
1933321,e5tj6A1,5054.1.1,5054.1.1.2,PF00520,5054.1.1.59,"PF00520,PF07885",273,PF00520,Ion_trans,81.0,71.1,1,ambiguous_both,5054.1.1.67;5054.1.1.59;5054.1.1.63;5054.1.1.65;5054.1.1.84;5054.1.1.88;5054.1.1.90;5054.1.1.95;5054.1.1.29;5054.1.1.2;5054.1.1.3;5054.1.1.4;5054.1.1.105;5054.1.1.116;5054.1.1.130;5054.1.1.131;5054.1.1.138;5054.1.1.141;5054.1.1.166;5054.1.1.175;5054.1.1.197
118966,e1jfjA2,108.1.1,108.1.1.1,PF00036,108.1.1.98,"PF00036,PF13202,PF13499",68,PF13499,EF-hand_7,89.7,43.2,1,supports_commons,108.1.1.5;108.1.1.64;108.1.1.75;108.1.1.96;108.1.1.97;108.1.1.98;108.1.1.99;108.1.1.100;108.1.1.101;108.1.1.102;108.1.1.103;108.1.1.107;108.1.1.108;108.1.1.109;108.1.1.114;108.1.1.125;108.1.1.127;108.1.1.132;108.1.1.133;108.1.1.136;108.1.1.139;108.1.1.143;108.1.1.151;108.1.1.154;108.1.1.162;108.1.1.165;108.1.1.166;108.1.1.170;108.1.1.28;108.1.1.29;108.1.1.73;108.1.1.74;108.1.1.15;108.1.1.177;108.1.1.182;108.1.1.193;108.1.1.194;108.1.1.195;108.1.1.197;108.1.1.199;108.1.1.202;108.1.1.213;108.1.1.215;108.1.1.217;108.1.1.219;108.1.1.220;108.1.1.223
118995,e1nyaA2,108.1.1,108.1.1.1,PF00036,108.1.1.98,"PF00036,PF13202,PF13499",85,PF13499,EF-hand_7,70.6,34.3,1,supports_commons,108.1.1.5;108.1.1.64;108.1.1.75;108.1.1.96;108.1.1.97;108.1.1.98;108.1.1.99;108.1.1.100;108.1.1.101;108.1.1.102;108.1.1.103;108.1.1.107;108.1.1.108;108.1.1.109;108.1.1.114;108.1.1.125;108.1.1.127;108.1.1.132;108.1.1.133;108.1.1.136;108.1.1.139;108.1.1.143;108.1.1.151;108.1.1.154;108.1.1.162;108.1.1.165;108.1.1.166;108.1.1.170;108.1.1.28;108.1.1.29;108.1.1.73;108.1.1.74;108.1.1.15;108.1.1.177;108.1.1.182;108.1.1.193;108.1.1.194;108.1.1.195;108.1.1.197;108.1.1.199;108.1.1.202;108.1.1.213;108.1.1.215;108.1.1.217;108.1.1.219;108.1.1.220;108.1.1.223
118943,e1exrA2,108.1.1,108.1.1.29,PF13499,108.1.1.96,"PF00036,PF13405,PF13499",68,PF13499,EF-hand_7,95.6,73.1,2,ambiguous_both,108.1.1.5;108.1.1.64;108.1.1.75;108.1.1.96;108.1.1.97;108.1.1.98;108.1.1.99;108.1.1.100;108.1.1.101;108.1.1.102;108.1.1.103;108.1.1.107;108.1.1.108;108.1.1.109;108.1.1.114;108.1.1.125;108.1.1.127;108.1.1.132;108.1.1.133;108.1.1.136;108.1.1.139;108.1.1.143;108.1.1.151;108.1.1.154;108.1.1.162;108.1.1.165;108.1.1.166;108.1.1.170;108.1.1.28;108.1.1.29;108.1.1.73;108.1.1.74;108.1.1.15;108.1.1.177;108.1.1.182;108.1.1.193;108.1.1.194;108.1.1.195;108.1.1.197;108.1.1.199;108.1.1.202;108.1.1.213;108.1.1.215;108.1.1.217;108.1.1.219;108.1.1.220;108.1.1.223
119035,e1s6iA2,108.1.1,108.1.1.1,PF00036,108.1.1.96,"PF00036,PF13405,PF13499",103,PF13499,EF-hand_7,61.2,54.3,1,supports_commons,108.1.1.5;108.1.1.64;108.1.1.75;108.1.1.96;108.1.1.97;108.1.1.98;108.1.1.99;108.1.1.100;108.1.1.101;108.1.1.102;108.1.1.103;108.1.1.107;108.1.1.108;108.1.1.109;108.1.1.114;108.1.1.125;108.1.1.127;108.1.1.132;108.1.1.133;108.1.1.136;108.1.1.139;108.1.1.143;108.1.1.151;108.1.1.154;108.1.1.162;108.1.1.165;108.1.1.166;108.1.1.170;108.1.1.28;108.1.1.29;108.1.1.73;108.1.1.74;108.1.1.15;108.1.1.177;108.1.1.182;108.1.1.193;108.1.1.194;108.1.1.195;108.1.1.197;108.1.1.199;108.1.1.202;108.1.1.213;108.1.1.215;108.1.1.217;108.1.1.219;108.1.1.220;108.1.1.223
3155,e1c7vA1,108.1.1,108.1.1.1,PF00036,108.1.1.97,"PF00036,PF13499",68,PF13499,EF-hand_7,97.1,59.7,2,supports_commons,108.1.1.5;108.1.1.64;108.1.1.75;108.1.1.96;108.1.1.97;108.1.1.98;108.1.1.99;108.1.1.100;108.1.1.101;108.1.1.102;108.1.1.103;108.1.1.107;108.1.1.108;108.1.1.109;108.1.1.114;108.1.1.125;108.1.1.127;108.1.1.132;108.1.1.133;108.1.1.136;108.1.1.139;108.1.1.143;108.1.1.151;108.1.1.154;108.1.1.162;108.1.1.165;108.1.1.166;108.1.1.170;108.1.1.28;108.1.1.29;108.1.1.73;108.1.1.74;108.1.1.15;108.1.1.177;108.1.1.182;108.1.1.193;108.1.1.194;108.1.1.195;108.1.1.197;108.1.1.199;108.1.1.202;108.1.1.213;108.1.1.215;108.1.1.217;108.1.1.219;108.1.1.220;108.1.1.223
118965,e1jfjA1,108.1.1,108.1.1.29,PF13499,108.1.1.99,"PF13202,PF13405,PF13499",66,PF13499,EF-hand_7,95.5,51.1,2,ambiguous_both,108.1.1.5;108.1.1.64;108.1.1.75;108.1.1.96;108.1.1.97;108.1.1.98;108.1.1.99;108.1.1.100;108.1.1.101;108.1.1.102;108.1.1.103;108.1.1.107;108.1.1.108;108.1.1.109;108.1.1.114;108.1.1.125;108.1.1.127;108.1.1.132;108.1.1.133;108.1.1.136;108.1.1.139;108.1.1.143;108.1.1.151;108.1.1.154;108.1.1.162;108.1.1.165;108.1.1.166;108.1.1.170;108.1.1.28;108.1.1.29;108.1.1.73;108.1.1.74;108.1.1.15;108.1.1.177;108.1.1.182;108.1.1.193;108.1.1.194;108.1.1.195;108.1.1.197;108.1.1.199;108.1.1.202;108.1.1.213;108.1.1.215;108.1.1.217;108.1.1.219;108.1.1.220;108.1.1.223
3161,e1oqpA1,108.1.1,108.1.1.29,PF13499,108.1.1.96,"PF00036,PF13405,PF13499",77,PF13499,EF-hand_7,84.4,58.7,3,ambiguous_both,108.1.1.5;108.1.1.64;108.1.1.75;108.1.1.96;108.1.1.97;108.1.1.98;108.1.1.99;108.1.1.100;108.1.1.101;108.1.1.102;108.1.1.103;108.1.1.107;108.1.1.108;108.1.1.109;108.1.1.114;108.1.1.125;108.1.1.127;108.1.1.132;108.1.1.133;108.1.1.136;108.1.1.139;108.1.1.143;108.1.1.151;108.1.1.154;108.1.1.162;108.1.1.165;108.1.1.166;108.1.1.170;108.1.1.28;108.1.1.29;108.1.1.73;108.1.1.74;108.1.1.15;108.1.1.177;108.1.1.182;108.1.1.193;108.1.1.194;108.1.1.195;108.1.1.197;108.1.1.199;108.1.1.202;108.1.1.213;108.1.1.215;108.1.1.217;108.1.1.219;108.1.1.220;108.1.1.223
2084854,e5w1fD1,108.1.1,108.1.1.8,PF01023,108.1.1.102,"PF01023,PF13499",108,,,,,0,no_dominant_pfam,
1723255,e4r04A5,1033.1.1,1033.1.1.1,PF12920,1033.1.1.3,"PF12920,PF30720",774,PF12920,TcdA_TcdB_pore,65.9,785.0,1,ambiguous_both,1033.1.1.3;1033.1.1.1;1033.1.1.5;1033.1.1.6
1716676,e3nklB1,2003.1.1,2003.1.1.71,PF13727,2003.1.1.260,PF22674,122,PF02629,CoA_binding,79.5,24.7,2,points_to_other_fgroup,2003.1.1.32
184739,e2kngA1,130.1.1,130.1.1.9,PF11774,130.1.1.33,PF23359,55,PF23359,Lsr2_DNA-bd,67.3,71.6,1,supports_commons,130.1.1.33
2057238,e5x3xA1,2004.1.1,2004.1.1.5,PF00005,2004.1.1.417,"PF00005,PF13304",280,,,,,0,no_dominant_pfam,
2324055,e6b39A1,101.1.2,101.1.2.155,PF16864,101.1.2.543,PF23526,86,PF08100,Dimerisation,89.5,32.5,2,points_to_other_fgroup,101.1.2.523;101.1.2.88;101.1.2.860
2324073,e6bzfB2,102.1.1,,,102.1.1.111,PF31229,69,PF31229,ZIP2_C,95.7,83.7,1,supports_commons,102.1.1.111
118926,e1auiB1,108.1.1,108.1.1.1,PF00036,108.1.1.98,"PF00036,PF13202,PF13499",81,PF13499,EF-hand_7,75.3,46.4,1,supports_commons,108.1.1.5;108.1.1.64;108.1.1.75;108.1.1.96;108.1.1.97;108.1.1.98;108.1.1.99;108.1.1.100;108.1.1.101;108.1.1.102;108.1.1.103;108.1.1.107;108.1.1.108;108.1.1.109;108.1.1.114;108.1.1.125;108.1.1.127;108.1.1.132;108.1.1.133;108.1.1.136;108.1.1.139;108.1.1.143;108.1.1.151;108.1.1.154;108.1.1.162;108.1.1.165;108.1.1.166;108.1.1.170;108.1.1.28;108.1.1.29;108.1.1.73;108.1.1.74;108.1.1.15;108.1.1.177;108.1.1.182;108.1.1.193;108.1.1.194;108.1.1.195;108.1.1.197;108.1.1.199;108.1.1.202;108.1.1.213;108.1.1.215;108.1.1.217;108.1.1.219;108.1.1.220;108.1.1.223
10163,e1r3nA2,2011.1.1,2011.1.1.6,PF01546,2011.1.1.20,"PF01546,PF04389",322,PF01546,Peptidase_M20,68.3,89.7,1,ambiguous_both,2011.1.1.20;2011.1.1.26;2011.1.1.6;2011.1.1.27
2502890,e6dnmA1,7059.1.1,,,7059.1.1.1,PF31034,187,PF31034,SatS_C,89.3,189.7,1,supports_commons,7059.1.1.1
223973,e4ak1A3,11.1.1,11.1.1.200,PF16319,11.1.1.1157,PF28858,114,PF28858,Ig_BT4661_5th,91.2,152.1,1,supports_commons,11.1.1.1157;11.1.1.1386
2526331,e6jdeB4,7091.1.1,,,7091.1.1.1,PF29401,149,PF29401,RadD_C,78.5,163.3,1,supports_commons,7091.1.1.1
2387865,e6f7jB1,304.9.1,,,304.9.1.78,PF28978,91,PF28978,RRM_SRRT,92.3,149.0,1,supports_commons,304.9.1.78
2576201,e6i5bA2,139.2.1,139.2.1.2,"PF02335,PF14522",139.2.1.18,"PF02335,PF13435,PF14522",266,,,,,0,no_dominant_pfam,
2576208,e6j2pA2,906.2.1,,,906.2.1.1,PF31218,38,PF31218,Spp1_C3H_ZnF,100.0,78.7,1,supports_commons,906.2.1.1
1565411,e2vf7B2,2004.1.1,2004.1.1.5,PF00005,2004.1.1.417,"PF00005,PF13304",297,,,,,0,no_dominant_pfam,
5389,e1zavA1,304.60.1,304.60.1.2,PF00466,304.60.1.8,"PF00466,PF27436",177,,,,,0,no_dominant_pfam,
4554,e1fchA1,109.4.1,109.4.1.5,PF00515,109.4.1.1263,"PF00515,PF13432",323,,,,,0,no_dominant_pfam,
4585,e1b3uA1,109.4.1,109.4.1.35,"PF02985,PF13646",109.4.1.1321,"PF02985,PF13646,PF22646,PF22956",588,,,,,0,no_dominant_pfam,
1676525,e4ui9R1,5.1.4,5.1.4.1,PF00400,5.1.4.259,"PF00400,PF12894,PF24807",303,PF24807,WD40_CDC20-Fz,96.4,445.3,2,supports_commons,5.1.4.160;5.1.4.259;5.1.4.337;5.1.4.499;5.1.4.513
1141837,e1yleA2,1.13.1,1.13.1.1,PF04958,1.13.1.2,PF29831,68,PF29831,AstA_C,94.1,57.9,1,supports_commons,1.13.1.2
2526353,e6qixA2,7084.1.1,,,7084.1.1.2,PF29706,81,PF29706,PCHTP_C,98.8,104.3,1,supports_commons,7084.1.1.2
2750,e1ldjA2,101.1.2,101.1.2.13,PF00888,101.1.2.493,PF26557,83,PF26557,Cullin_AB,81.9,120.6,1,supports_commons,101.1.2.493;101.1.2.626
4936,e2aalA1,315.1.1,315.1.1.5,PF14552,315.1.1.9,"PF01361,PF14552",129,PF14552,Tautomerase_2,62.8,89.8,1,ambiguous_both,315.1.1.9;315.1.1.5
3148,e2pvbA1,108.1.1,108.1.1.29,PF13499,108.1.1.99,"PF13202,PF13405,PF13499",108,PF13499,EF-hand_7,63.0,51.5,1,ambiguous_both,108.1.1.5;108.1.1.64;108.1.1.75;108.1.1.96;108.1.1.97;108.1.1.98;108.1.1.99;108.1.1.100;108.1.1.101;108.1.1.102;108.1.1.103;108.1.1.107;108.1.1.108;108.1.1.109;108.1.1.114;108.1.1.125;108.1.1.127;108.1.1.132;108.1.1.133;108.1.1.136;108.1.1.139;108.1.1.143;108.1.1.151;108.1.1.154;108.1.1.162;108.1.1.165;108.1.1.166;108.1.1.170;108.1.1.28;108.1.1.29;108.1.1.73;108.1.1.74;108.1.1.15;108.1.1.177;108.1.1.182;108.1.1.193;108.1.1.194;108.1.1.195;108.1.1.197;108.1.1.199;108.1.1.202;108.1.1.213;108.1.1.215;108.1.1.217;108.1.1.219;108.1.1.220;108.1.1.223
9355,e1jg1A1,2003.1.5,2003.1.5.4,PF01135,2003.1.5.153,"PF01135,PF13649",215,PF01135,PCMT,96.7,221.6,1,ambiguous_both,2003.1.5.227;2003.1.5.228;2003.1.5.230;2003.1.5.241;2003.1.5.153;2003.1.5.166;2003.1.5.181;2003.1.5.192;2003.1.5.198;2003.1.5.204;2003.1.5.205;2003.1.5.219;2003.1.5.234;2003.1.5.257;2003.1.5.261;2003.1.5.273;2003.1.5.280;2003.1.5.287;2003.1.5.298;2003.1.5.302;2003.1.5.4;2003.1.5.319;2003.1.5.330;2003.1.5.357;2003.1.5.365;2003.1.5.368;2003.1.5.375;2003.1.5.396;2003.1.5.410;2003.1.5.415;2003.1.5.418;2003.1.5.422
2323779,e4fweA5,1194.1.1,,,1194.1.1.1,PF31216,88,PF31216,zf-KDM1B,100.0,144.8,1,supports_commons,1194.1.1.1
224055,e4hg6B3,10.32.1,10.32.1.10,PF03170,10.32.1.215,PF29167,148,PF03170,CBM_BcsB_1st,78.4,22.9,1,supports_old_ecod_rep,10.32.1.10
1144732,e2nykA2,11.1.1,11.1.1.149,PF11624,11.1.1.1155,PF30327,93,PF30327,Ig_M157,100.0,150.8,1,supports_commons,11.1.1.1155
608,e2qi2A1,4.23.1,4.23.1.1,PF03463,4.23.1.2,PF26356,126,PF26356,Pelota_N,99.2,106.8,1,supports_commons,4.23.1.2
1688243,e4z8qB1,1010.1.1,,,1010.1.1.1,PF31212,98,PF31212,AvrRxo1-ORF2,89.8,82.0,1,supports_commons,1010.1.1.1
11106,e1lrzA3,213.1.1,213.1.1.7,PF02388,213.1.1.75,"PF02388,PF13480",182,PF02388,FemAB,100.0,506.5,1,ambiguous_both,213.1.1.75;213.1.1.7
2526318,e6hq6A4,7093.1.1,,,7093.1.1.1,PF31272,88,PF31272,GH149_ins_2,100.0,107.1,1,supports_commons,7093.1.1.1
2576194,e6h1wA2,7103.1.1,,,7103.1.1.1,PF31224,83,PF31224,MJ1004_C,100.0,142.1,1,supports_commons,7103.1.1.1
2576209,e6jq1B2,7112.1.1,,,7112.1.1.1,PF31238,59,PF31238,DdrO_C,100.0,111.5,1,supports_commons,7112.1.1.1
146895,e3h2yA1,2004.1.1,2004.1.1.73,PF01926,2004.1.1.422,"PF01926,PF03193",177,PF03193,RsgA_GTPase,77.4,38.4,1,supports_commons,2004.1.1.422;2004.1.1.491;2004.1.1.760;2004.1.1.773;2004.1.1.780;2004.1.1.96
1830979,e5jpzB1,109.4.1,109.4.1.83,PF05843,109.4.1.1303,"PF23240,PF23241",485,,,,,0,no_dominant_pfam,
185295,e3h09A3,207.2.1,207.2.1.7,"PF02395,PF03212",207.2.1.75,"PF03212,PF24078",562,,,,,0,no_dominant_pfam,
177,e1t62A1,1.1.9,1.1.9.9,PF04266,1.1.9.35,PF30643,166,PF30643,ASCH_2,76.5,163.7,1,supports_commons,1.1.9.35
1487349,e4rfsA1,2004.1.1,2004.1.1.5,PF00005,2004.1.1.417,"PF00005,PF13304",284,PF13401,AAA_22,62.7,28.5,1,points_to_other_fgroup,2004.1.1.575;2004.1.1.665;2004.1.1.697;2004.1.1.753;2004.1.1.769;2004.1.1.785;2004.1.1.794;2004.1.1.196;2004.1.1.848;2004.1.1.881;2004.1.1.979;2004.1.1.1038;2004.1.1.1062;2004.1.1.1067;2004.1.1.1092;2004.1.1.1134;2004.1.1.1151;2004.1.1.1177
3174,e1tizA1,108.1.1,108.1.1.1,PF00036,108.1.1.97,"PF00036,PF13499",67,PF08976,EF-hand_11,97.0,22.3,3,points_to_other_fgroup,108.1.1.17
1487350,e4rfsB1,2004.1.1,2004.1.1.5,PF00005,2004.1.1.445,"PF00005,PF27471",275,,,,,0,no_dominant_pfam,
7437,e1prtA1,237.1.1,237.1.1.7,PF02917,237.1.1.33,"PF02917,PF22596",234,PF02917,Pertussis_S1,99.6,429.0,1,ambiguous_both,237.1.1.33;237.1.1.7
8696,e1zfjA2,2002.1.1,2002.1.1.23,PF00478,2002.1.1.263,"PF00478,PF01070",365,PF00478,IMPDH,93.7,536.2,1,ambiguous_both,2002.1.1.311;2002.1.1.263;2002.1.1.280;2002.1.1.279;2002.1.1.307;2002.1.1.313;2002.1.1.342;2002.1.1.23;2002.1.1.363
4586,e1u6gC1,109.4.1,109.4.1.34,"PF02985,PF08623,PF13513",109.4.1.1501,"PF02985,PF08623,PF13513,PF23271,PF25782",1171,,,,,0,no_dominant_pfam,
4613,e1xqrA1,109.4.1,,,109.4.1.1413,PF28415,264,,,,,0,no_dominant_pfam,
1568669,e2aprA2,1.1.1,1.1.1.1,PF00026,1.1.1.27,"PF00026,PF14543",178,PF00026,Asp,91.6,341.5,1,ambiguous_both,1.1.1.27;1.1.1.28;1.1.1.29;1.1.1.31;1.1.1.34;1.1.1.35;1.1.1.1;1.1.1.2;1.1.1.38
8441,e1ozzA1,387.1.5,,,387.1.5.28,PF31121,44,PF31121,DEF1,97.7,100.1,1,supports_commons,387.1.5.28
1108116,e4je3A1,3435.1.1,,,3435.1.1.7,PF30932,242,PF30932,IML3,98.3,324.0,1,supports_commons,3435.1.1.7
1005465,e2xidB4,11.1.4,11.1.4.39,PF19407,11.1.4.97,PF24547,121,PF24547,DUF7601,94.2,80.1,2,supports_commons,11.1.4.97
8463,e1xdtR1,389.1.1,389.1.1.1,PF00008,389.1.1.99,PF30999,41,PF30999,EGF_TGFA-like,97.6,39.2,2,supports_commons,389.1.1.99
5474,e1xerA1,205.1.1,205.1.1.1,PF00037,205.1.1.41,"PF00037,PF13237",103,,,,,0,no_dominant_pfam,
8462,e1k36A1,389.1.1,389.1.1.1,PF00008,389.1.1.101,PF29256,46,PF30999,EGF_TGFA-like,93.5,41.1,3,points_to_other_fgroup,389.1.1.99
